_inputshopbuymultiple;KUP
arena_card_set_value_generic_swarm;Zapełnianie planszy
arena_card_set_value_hoard;Kapitał
arena_card_set_value_points;Duża siła
arena_card_set_value_prebuff;Wzmocnienia wstępne
arena_card_set_value_self_poison;Samozatrucie
arena_card_set_value_self_wound;Samookaleczanie
arena_card_set_value_vitality;Witalność
arena_card_set_wombo_combo_armor;Zabawy z pancerzem
arena_card_set_wombo_combo_borsodi;Bracia Borsodi
arena_card_set_wombo_combo_crones;Staruchy i ich dekokty
arena_card_set_wombo_combo_dulla;Dulla i Zaklinacz Słów
arena_card_set_wombo_combo_etriel;Etriel i Muirlega
arena_card_set_wombo_combo_geralt;Geralt wyzwolony
arena_card_set_wombo_combo_kambi;Trzykrotne pianie Kambi
arena_card_set_wombo_combo_ozzrel;Smakowita przekąska Ozzrela
arena_card_set_wombo_combo_palmerin;Milton i Palmerin
arena_card_set_wombo_combo_unicorns;Tęcze Jednorożca
arena_card_set_wombo_combo_viper;Sługusy Letha
arena_deck_completed_text;Talia ukończona
arena_event_battle_giants;Bitwa Gigantów\n\nWykorzystaj moc gigantów! W tym wydarzeniu można dobierać tylko karty o koszcie zaopatrzenia 11 i wyższym.
arena_event_desc_blood_n_wine;Krew i Wino\n\nCzas na krwawą ucztę! W trakcie tego wyzwania dostępne są jedynie karty z Dodatku Karcianego „Krew i Wino".
arena_event_desc_bronze;Pionek Bije Króla\n\nI wiedźmin dupa, kiedy ludzi kupa! W trakcie tego wyzwania dostępne są jedynie brązowe karty.
arena_event_desc_crimson_curse;Krwawa Klątwa\n\nGaunter to miłośnik mrocznych sztuk magicznych i krwawych rytuałów. W tym wyzwaniu pula kart jest ograniczona do tych wchodzących w skład rozszerzenia Krwawa Klątwa.
arena_event_desc_elf;Sezon Elfów\n\nTen tryb pozwala ci na rozgrywanie partii sezonowych bez ograniczeń nakładanych przez standardowy proces tworzenia talii.
arena_event_desc_ep3;Żelazna Wola!\nPodczas tych zawodów w puli kart znajdziesz tylko te pochodzące z rozszerzenia „Żelazna Wola”!
arena_event_desc_full_spectrum;Pełne Spektrum\n\nPo co ogarniczać się do jednego koloru? W trakcie tego wyzwania każdy zestaw kart do wyboru będzie składał się z kart o różnej rzadkości.
arena_event_desc_gold;Gorączka Złota\n\nNajbardziej znani bohaterowie stają przeciw sobie - kto zwycięży? W trakcie tego wyzwania dostepne są jedynie złote karty.
arena_event_desc_leader_challenge;Prowadź!\n\n Gaunter szanuje tych, którzy dysponują prawdziwą potęgą. W tym trybie jedynym dostępnym dowódcą jest zwycięzca wyzwania dowódcy.
arena_event_desc_leader_first;Wodzu, prowadź!\n\n W tym specjalnym trybie Areny dowódcy są wybierani na początku fazy dobierania kart.
arena_event_desc_magic;Sezon Magii\n\nTen tryb pozwala ci na rozgrywanie partii sezonowych bez ograniczeń nakładanych przez standardowy proces tworzenia talii.
arena_event_desc_monsters;Prawo Dżungli\n\nTylko najsilniejsi przetrwają. W trakcie tego wyzwania dostępne są jedynie karty z talii Potworów.
arena_event_desc_nilfgaard;Dworskie Rozgrywki\n\nCesarski dwór jest bardziej niebezpieczny niż niejedno pole bitwy! W trakcie tego wyzwania dostępne są jedynie karty z talii Nilfgaardu.
arena_event_desc_northern;Starcie Królów\n\nChciwi królowie raz jeszcze walczą między sobą. W trakcie tego wyzwania dostepne są jedynie karty z talii Królestw Północy.
arena_event_desc_one_life;Nagła Śmierć\n\nPorażka nie wchodzi w grę! W trakcie tego wyzwania jedna porażka kończy rozgrywkę na arenie.
arena_event_desc_scoia;Wojna Starszych Ras\n\nPrzed pojawieniem się ludzi Starsze Rasy walczyły o dominację nad Kontynentem. W trakcie tego wyzwania dostępne są jedynie karty z talii Scoia'tael.
arena_event_desc_silver;Srebrny Szlak\n\nWielu bohaterów czekało na swoją szansę, ich czas wreszcie nadszedł! W trakcie tego wyzwania dostepne są jedynie srebrne karty.
arena_event_desc_skellige;Klanowa Awantura\n\nKłótliwość Skelligijczyków jest legendarna. W trakcie tego wyzwania dostepne są jedynie karty z talii Skellige.
arena_event_desc_swap;Mimik\n\nObróć siłę wroga przeciw niemu! W trakcie tego wyzwania grasz talią przeciwnika zamiast swojej.
arena_event_desc_syndicate;Syndykat!\n\nGaunter uwielbia podejrzanych typków, zorganizowaną przestępczość i różne szelmostwa. W tym wyzwaniu twoja pula kart ogranicza się wyłącznie do przedstawicieli frakcji Syndykat.
arena_event_desc_viper;Sezon Żmii\nTen tryb pozwala ci na rozgrywanie partii sezonowych bez ograniczeń nakładanych przez standardowy proces tworzenia talii.
arena_event_four_kind;Kuty na Cztery Nogi\n\nNa arenę wdarła się czereda chudopachołków! W tym wyzwaniu można dobierać tylko karty o koszcie zaopatrzenia równym 4.
arena_event_mode_classic_title;STANDARDOWY
arena_event_mode_special_title;SPECJALNY
arena_matchmaking_panel_match_found_text;Ach! To powinno być interesujące!
arena_matchmaking_panel_searching_text;Szukam godnego rywala...
arena_panel_abandon;Zerwij kontrakt
arena_panel_abandon_confirmation_text;Czy na pewno chcesz opuścić Arenę? Gdy zerwiesz aktualny pakt, nie będzie już do niego powrotu.
arena_panel_abandon_confirmation_title;Zerwanie Paktu
arena_panel_build_deck_cards_hint_text;W tym trybie będziesz budować talię ze wszystkich dostępnych kart - bez ograniczenia na frakcje. Dlatego najlepiej dobierać karty, które samodzielnie osiągają wysokie wartości, a nie te, które są zależne od innych.
arena_panel_build_deck_cards_hint_title;Jakie karty wybrać?
arena_panel_build_deck_deck_hint_text;Poza ilością kart w talii nie obowiązują cię żadne ograniczenia - dobierz tak wiele złotych i srebrnych kart, jak zechcesz.
arena_panel_build_deck_deck_hint_title;Jakie są ograniczenia talii?
arena_panel_build_deck_title;Zbuduj swoją talię
arena_panel_card_select_fail_text;Coś poszło nie tak przy wyborze karty, prosimy zbudować talię ponownie.
arena_panel_card_select_fail_title;Błąd selekcji karty
arena_panel_choose_ability_subtitle;Wybierz umiejętność
arena_panel_choose_leader_subtitle;Wybierz dowódcę
arena_panel_deck_build_hint_text;W tym trybie będziesz budować talię ze wszystkich dostępnych kart - bez ograniczenia na frakcje. Dlatego najlepiej dobierać karty, które samodzielnie osiągają wysokie wartości, a nie te, które są zależne od innych.
arena_panel_deck_create_fail_text;Coś poszło nie tak przy budowaniu talii, prosimy spróbować ponownie.
arena_panel_deck_create_fail_title;Błąd tworzenia talii
arena_panel_deck_info_title;Szczegóły talii
arena_panel_encounter_info_battle_text;Zasady gry są takie same: zdobądź przewagę punktową w dwóch z trzech rund, aby wygrać rozgrywkę.
arena_panel_encounter_info_battle_title;Zasady
arena_panel_encounter_info_losses;Porażki
arena_panel_encounter_info_rules_text;Walcz przeciwko innym nieszczęśnikom, którzy zawarli pakt z Gaunterem O'Dimem. Im więcej przeciwników uda ci się pokonać, tym większa czeka cię nagroda. Gra dobiega końca gdy przegrasz trzy razy, lub gdy wygrasz dziewięć razy.
arena_panel_encounter_info_rules_title;Zasady Paktu
arena_panel_encounter_info_wins;Zwycięstwa
arena_panel_exit;Wyjdź
arena_panel_intro_requirements_title;Koszt Wstępu
arena_panel_intro_requirements_title_after_closing;Wkrótce pojawi się nowy Tryb Draftu
arena_panel_intro_rules_text;Walcz przeciwko innym nieszczęśnikom, którzy zawarli pakt z Gaunterem O'Dimem. Im więcej przeciwników uda ci się pokonać, tym lepsza czeka cię nagroda. Gra dobiega końca gdy przegrasz trzy razy, lub gdy wygrasz dziewięć razy.
arena_panel_intro_rules_text_after_closing;Tryb Areny został zamknięty 13 października. Po tym zamknięciu przyznano ci 150 j. rudy za każdy posiadany przez ciebie i niewykorzystany Odłamek Lustra oraz dodatkowe nagrody za nieukończone podejścia. Więcej informacji znajdziesz wśród aktualności na stronie playgwent.com
arena_panel_intro_rules_text_before_closing;Im więcej przeciwników uda ci się pokonać, tym większe nagrody!\nPodejście do Areny dobiega końca, gdy przegrasz trzy razy lub wygrasz dziewięć razy.\nTryb Areny kończy się wkrótce™️. Więcej informacji znajdziesz wśród doniesień na stronie playgwent.com
arena_panel_intro_rules_title;Zasady Paktu
arena_panel_intro_rules_title_after_closing;Arena przekształca się w Tryb Draftu
arena_panel_intro_rules_title_before_closing;Zasady Paktu (kończy się wkrótce™️)
arena_panel_intro_text;A więc masz ochotę zagrać według moich zasad? Doskonale! Czeka cię bogactwo, sława i potęga, wystarczy tylko jeden podpis. Och, nie zwracaj uwagi na mały druk, to naprawdę nic istotnego.
arena_panel_intro_welcome;Witaj na Arenie
arena_panel_loading_abandon_popup_text;Gaunter O'Dimm rozważa twoją prośbę...
arena_panel_loading_abandon_popup_title;Zrywanie paktu
arena_panel_loading_popup_text;Jeszcze tylko kilka ostatnich formalności i możemy zaczynać...
arena_panel_loading_popup_title;Podpisywanie Paktu
arena_panel_payment_confirmation_fail_text;Wystąpił problem z potwierdzeniem zapłaty, prosimy sprawdzić połączenie z siecią i spróbować ponownie.
arena_panel_payment_confirmation_fail_title;Błąd Połączenia
arena_panel_payment_confirmation_text;Czy na pewno chcesz zapłacić wpisowe?
arena_panel_payment_confirmation_title;Wpisowe
arena_panel_preview;Podgląd
arena_panel_select;Wybierz
arena_panel_select_card_subtitle;Wybierz jedną kartę:
arena_panel_sort_cards;Sortuj
arena_panel_ticket_consume_fail_text;Nie udało się wejść na Arenę. Twój Odłamek Lustra nie został zużyty.
arena_panel_ticket_consume_fail_title;Wystąpił problem
arena_panel_title;Arena
arena_popup_not_enough_gold_text;Posiadasz za mało złota aby kupić Odłamek Lustra!
arena_popup_not_enough_gold_title;Niedostateczne Środki
arena_rewards_description;Warunki paktu zostały spełnione, nagroda jest twoja. Interesy z tobą to czysta przyjemność!
arena_rewards_description_high;Imponujące widowisko, jestem pod wrażeniem! Myślę, że nagroda będzie więcej niż zadowalająca.
arena_rewards_description_low;Cóż, nie ukrywam, że liczyłem na więcej. Ale bez obaw, nie odejdziesz z pustymi rękoma.
arena_rewards_description_medium;Warunki paktu zostały spełnione, nagroda jest twoja. Interesy z tobą to czysta przyjemność!
arena_rewards_play_again;Zagraj ponownie
arena_rewards_timeout_description;Bez obaw, nic nie zostanie utracone - połącz się z internetem i uruchom gre ponownie, nagrody powinny zostać dodane do twojego konta.
arena_rewards_timeout_title;Ups! Wystąpił problem
arena_rewards_title;Nagrody
arena_v2_set_wombo_combo_card_draw;Dobieranie kart
arenav2_abandon_popup_description;Dobierz nową talię. Twoje aktualne podejście zostanie zakończone. Zostanie ci przyznana nagroda na podstawie wyniku twojego podejścia.
arenav2_abandon_popup_title;Porzuć
arenav2_abandon_tooltip;Porzuć
arenav2_battlepicker_play;Zagraj
arenav2_battlepicker_wins_counter;Zwycięstwa w aktualnym drafcie
arenav2_draft_action_add;Dodaj x{0}\nLiczba rozgrywek do odblokowania: {1}
arenav2_draft_action_add_remove;Dodaj i usuń x{0}\nLiczba rozgrywek do odblokowania: {1}
arenav2_draft_actions_group_tooltip;Akcje po rozgrywce
arenav2_draft_choice_ability_title;Wybierz umiejętność
arenav2_draft_choice_cardset_title;Wybierz zestaw
arenav2_draft_choice_corecard_title;Wybierz kartę
arenav2_draft_choice_pick;Wybierz
arenav2_draft_choice_remove;Usuń
arenav2_draft_choice_stratagem_title;Wybierz Manewr Bojowy
arenav2_draft_deck_group_tooltip;Twoja talia
arenav2_draft_error_entry_exception_description;Pojawiły się problemy z rozpoczęciem Draftu, spróbuj ponownie teraz lub później.
arenav2_draft_error_entry_exception_title;Spróbujmy ponownie
arenav2_draft_error_invalid_state_description;Coś poszło nie tak z twoim Draftem. W nowym powinno już być lepiej.
arenav2_draft_error_invalid_state_title;Spróbujmy draftować ponownie
arenav2_draft_error_unknown_exception_description;W twoim Drafcie wystąpiły problemy, spróbuj ponownie teraz lub później.
arenav2_draft_error_unknown_exception_title;Problemy z Draftem
arenav2_draft_remove_cardset_title;Usuń zestaw
arenav2_draft_remove_corecard_title;Usuń kartę
arenav2_enter_cycle_subtitile;Stwórz stale zmieniającą się talię i walcz z innymi graczami
arenav2_enter_cycle_titile;Wejdź do Cyklu
arenav2_entrypopup_button_subtitle;Już dziś skorzystaj ze swojego darmowego biletu!
arenav2_entrypopup_button_title;Graj teraz!
arenav2_entrypopup_subtitle;Świętuj tryb draftu, który wychodzi we wczesnym dostępie
arenav2_entrypopup_title;Tryb draftu
arenav2_error_popup_title;Nieprawidłowy stan Draftu
arenav2_exitpopup_cancel;Anuluj
arenav2_exitpopup_exit;Wyjdź
arenav2_exitpopup_exit_description;Zapisz swój Draft i wróć do menu głównego.
arenav2_exitpopup_newdraft;Nowy draft
arenav2_exitpopup_newdraft_description;Dobierz nową talię. Twój aktualny Draft zostanie zakończony.
arenav2_exitpopup_title;Wyjść lub przejść do nowego draftu?
arenav2_force_update_popup_exit_description;Wróć do menu głównego.
arenav2_force_update_popup_redraft_description;Rozpocznij nowy Draft w najnowszej wersji gry.
arenav2_force_update_popup_title;Twój ostatni Draft jest już nieaktualny
arenav2_mainmenu_subtitle;Wczesny dostęp
arenav2_mainmenu_title;Draftuj
arenav2_newdraft_disabled_tooltip;Liczba gier do odblokowania nowego draftu: {0}
arenav2_optin_update_notification_description;Dostępna jest nowa wersja Draftu! Możesz kontynuować aktualny Draft, choć nowsza wersja może obejmować aktualizacje wyważenia i/lub ograniczone czasowo mechaniki specjalne. Wkrótce wyznaczona zostanie data wyłączenia aktualnej wersji Draftu.
arenav2_play_menu_description;Witaj w drafcie. Twórz talie i mierz się z innymi w tym stale zmieniającym się trybie gry.
arenav2_play_menu_title;Draft
arenav2_rewards_timeout_description;Nie udało się wyświetlić nagród
arenav2_rewards_timeout_title;Błąd wyświetlania nagród
arenav2_show_deck_tooltip;Wyświetl talię
arenav2_summary_newdraft;Draftuj ponownie
arenav2_summary_rewards;Twoje nagrody:
arenav2_summary_title;Cykl jest kompletny
arenav2_summary_wins;Zwycięstwa
arenav2_ticket_entry_desc;Użyj swojego biletu, by wejść
arenav2_ticket_purchase_pay_now;Zapłać teraz
arenav2_ticket_purchase_title;Zdobądź bilet
available_quantity;Dostępne: x{0}
avatar_bran_s05_r20;Awatar: Bran Tuirseach
avatar_bran_s05_r20_additional_description;Nagroda za zdobycie rangi 20 w rozgrywce rankingowej, sezonu Mahakamskiego (Luty).
avatar_bran_s05_r20_description;Mówi się, że łatwiej ujarzmić morze, które obmywa brzegi archipelagu Skellige, niż ludzi, którzy go zamieszkują. Ale Branowi się to udało. Podporządkował sobie wyspy – i władał nimi żelazną ręką aż do śmierci.
avatar_calveit_s06_r10;Awatar: Jan Calveit
avatar_calveit_s06_r10_additional_description;Nagroda za zdobycie rangi 10 w rozgrywce rankingowej, sezonu Niedźwiedzia (Marzec).
avatar_calveit_s06_r10_description;Cesarz Jan Calveit miał szerokie horyzonty. Interesował się wieloma dziedzinami nauki, w tym zwłaszcza medycyną i astrologią. Jego krytycy mawiali, że to niepraktyczne. Pewnego dnia przekonali się, jak bardzo byli w błędzie...
avatar_ciri;Awatar: Ciri
avatar_ciri_additional_description;Dostępne od początku gry.
avatar_ciri_description;Dziewczyna o wielu obliczach. Rodzona córka cesarza Emhyra var Emreisa, wiedźminka Szkoły Wilka, dziecko Starszej Krwi zdolne naginać czas i przestrzeń do swojej woli. A prywatnie: łobuzica, która nie przegapi żadnej rozróby.
avatar_ciri_s02_r10;Awatar: Ciri (strój skelligijski)
avatar_ciri_s02_r10_additional_description;Nagroda za zdobycie rangi 15 w rozgrywce rankingowej, sezonu Kota (Październik).
avatar_ciri_s02_r10_description;Dziewczyna o wielu obliczach. Rodzona córka cesarza Emhyra var Emreisa, wiedźminka Szkoły Wilka, dziecko Starszej Krwi zdolne naginać czas i przestrzeń do swojej woli. A prywatnie: łobuzica, która nie przegapi żadnej rozróby.
avatar_ciriempress;Awatar: Cesarzowa Cirilla
avatar_ciriempress_additional_description;Nagroda specjalna
avatar_ciriempress_description;Wszyscy na nilfgaardzkim dworze byli zszokowani nagłą decyzją Cesarza o abdykacji. Władzę miała objąć jego prawowita córka, Cirilla Fiona Elen Riannon.
