_inputshopbuymultiple;BUY
avatar_yennefer_s02_lvl1_additional_description;Reward for attaining Rank 15 in Ranked Play, Season of Magic (June).
avatar_yennefer_s02_lvl1_description;Legendary sorceress, always dressed in black and white and surrounded by a powerful waft of lilac and gooseberries. Famed for her supreme intelligence —and razor-sharp tongue. The great love of the witcher Geralt of Rivia.
avatar_zoltan_s03_r10;Zoltan (Animal Tamer) Avatar
avatar_zoltan_s03_r10_additional_description;Reward for attaining Rank 15 in Ranked Play, Season of Mahakam (November).
avatar_zoltan_s03_r10_description;A loyal friend to Geralt of Rivia and veteran of the 2nd Nilfgaard War. He owned a talking parrot named Field Marshal Duda and taught him all the most colorful dwarven expletives.
avatars_section;Avatars
back;Back
bad_request;Protocol error.
bad_request_title;Bad Request
battle_results_rewards_timeout_description;Failed to display rewards in the match summary. Note that your progress and rewards have still been added.
battle_results_rewards_timeout_title;Display Rewards Error
beginner_loading_screen_hint_1;Cards in your hand carry over to subsequent rounds.
beginner_loading_screen_hint_10;Skellige warriors thrive off both their own wounds and their opponents'!
beginner_loading_screen_hint_11;Be wary of Scoia'tael's traps and ambush tactics!
beginner_loading_screen_hint_12;Try to build combos around particular connections between cards.
beginner_loading_screen_hint_13;You can edit your decks in the deckbuilder.
beginner_loading_screen_hint_14;Remember to spend your Reward Points in the Reward Book!
beginner_loading_screen_hint_15;Cards are crafted using Scraps. Get Scraps by destroying extra cards.
beginner_loading_screen_hint_16;Premium (animated) cards require Meteorite Powder to craft.
beginner_loading_screen_hint_17;Shupe will sell you kegs full of cards, if you bring him some Ore.
beginner_loading_screen_hint_18;When opening a card keg, you get to choose your final card from 3 choices!
beginner_loading_screen_hint_19;Feeling lost? Discover new decks in the Gwent Library on playgwent.com!
beginner_loading_screen_hint_2;Cards only attack each other using abilities
beginner_loading_screen_hint_20;If you liked the game you played, don't forget to send a Good Game!
beginner_loading_screen_hint_21;Remember, you need to win two rounds out of three. It's okay to lose a round!
beginner_loading_screen_hint_22;You draw up to 3 cards at the start of each round.
beginner_loading_screen_hint_23;At the start of each match, you can redraw up to 2 cards.
beginner_loading_screen_hint_24;You can't have more than 10 cards in hand.
beginner_loading_screen_hint_25;Be careful when playing cards with row placement restrictions on their abilities!
beginner_loading_screen_hint_26;Additional information about keywords can be found in a card's big preview.
beginner_loading_screen_hint_27;Don't worry if you lose at first - mastering a deck takes practice!
beginner_loading_screen_hint_28;Gwent is a game of skill. Be patient, be careful, be the winner!
beginner_loading_screen_hint_29;During a season, you can never lose a Rank!
beginner_loading_screen_hint_3;Don't forget to use your leader!
beginner_loading_screen_hint_4;After having used an order ability, you cannot pass the turn.
beginner_loading_screen_hint_5;Do not over-invest during the early rounds.
beginner_loading_screen_hint_6;Keep an eye on your card count, card advantage can often win games.
beginner_loading_screen_hint_7;Monsters rely on swarming and consuming each other.
beginner_loading_screen_hint_8;Northern Realms can easily grow out of control if left unchecked.
beginner_loading_screen_hint_9;Nilfgaardians are known to use your own strength against you!
best_offer;BEST VALUE
beta_participation_kegs_amount_reward;Reward for Closed Beta Participation:
board_end_round;END ROUND
board_end_turn;End Turn
board_pass;Pass
booth_block_game_text;Thanks for taking the time to play some GWENT! We hope you had fun taking our work-in-progress for a spin. If you want to try out the next version of the game, sign up for the public beta and keep your eyes peeled for more information. Thanks and have a great day!
booth_block_game_title;Thank you for playing!
border_arena_description;Reward for completing an Arena run with at least 3 victories.
border_arena_title;Master Mirror Border
border_monster_challenge_description;Special Reward
border_monster_challenge_title;Devil Border
border_monster_challenge1_description;Special Reward
border_monster_challenge1_title;Beast Border
border_nilfgaard_challenge_description;Special Reward
border_nilfgaard_challenge_title;Nilfgaard Border
border_nilfgaard_challenge1_description;Special Reward
border_nilfgaard_challenge1_title;Black Knight Border
border_northern_challenge_description;Special Reward
border_northern_challenge_title;King of the North Border
border_northern_challenge1_description;Special Reward
border_northern_challenge1_title;Northern Realms Border
border_scoiatael_challenge_description;Special Reward
border_scoiatael_challenge_title;Squirrels Border
border_scoiatael_challenge1_description;Special Reward
border_scoiatael_challenge1_title;Scoia'tael Border
border_skellige_challenge_description;Special Reward
border_skellige_challenge_title;Corsair Border
border_skellige_challenge1_description;Special Reward
border_skellige_challenge1_title;Skellige Border
borders_section;Borders
bottom_player_forfeited;Game over! Blue has forfeited
bottom_player_name;Blue
bronze;Bronze
calculating_your_rank;Calculating your rank…
campaign_app_unavailable;Single-player campaign unavailable
cancel_arena_matchmaking;Stop Searching
cancelled;Your transaction has been cancelled
cancelled_title;Transaction cancelled
card_allegiance_disloyal;Disloyal
card_allegiance_loyal;Loyal
card_artist_created;Created by:
card_artist_illustration;Illustration by:
card_category_aedirn;Aedirn
card_category_alchemy;Alchemy
card_category_ambush;Ambush
card_category_an_craite;An Craite
card_category_banish_in_graveyard;Doomed
card_category_bear;Bear
card_category_beast;Beast
card_category_blitz;Blitz
card_category_blue_stripes;Blue Stripes
card_category_boon;Boon
card_category_breedable;Breedable
card_category_brokvar;Brokvar
card_category_cintra;Cintra
card_category_construct;Construct
card_category_cursed_one;Cursed
card_category_devourer;Devourer
card_category_dimun;Dimun
card_category_double_agent;Double Agent
card_category_draconid;Draconid
card_category_dragon;Dragon
card_category_drummond;Drummond
card_category_dryad;Dryad
card_category_dwarf;Dwarf
card_category_elf;Elf
card_category_harpy;Harpy
card_category_hazard;Hazard
card_category_heymaey;Heymaey
card_category_insectoid;Insectoid
card_category_kaedwen;Kaedwen
card_category_leader;Leader
card_category_mage;Mage
card_category_medic;Medic
card_category_necrophage;Necrophage
card_category_non_decoyable;Stubborn
card_category_non_medicable;Permadeath
card_category_officer;Officer
card_category_ogroid;Ogroid
card_category_organic;Organic
card_category_peasant;Peasant
card_category_potion;Potion
card_category_redania;Redania
card_category_regressing;Regressing
card_category_relict;Relict
card_category_shapeshifter;Shapeshifter
card_category_soldier;Soldier
card_category_special;Special
card_category_specter;Specter
card_category_spell;Spell
card_category_spy;Agent
card_category_support;Support
card_category_svalblod;Svalblod
card_category_tactic;Tactic
card_category_temeria;Temeria
card_category_tordarroch;Tordarroch
card_category_tuirseach;Tuirseach
card_category_vampire;Vampire
card_category_vodyanoi;Vodyanoi
card_category_war_machine;Machine
card_category_weather;Hazard
card_category_wild_hunt;Wild Hunt
card_category_witcher;Witcher
card_count;{0} Card(s)
card_faction_tooltip;FACTION ABILITY
card_group_bronze;Bronze
card_group_gold;Gold
card_group_leader;Leader
card_group_silver;Silver
card_group_special;Special
card_group_unknown;Unknown
card_pack_open_no_valid_cards;No valid cards, please contact customer support.
card_premium;Premium
card_range;Reach
card_rarity_common;Common
card_rarity_epic;Epic
card_rarity_legendary;Legendary
card_rarity_rare;Rare
card_scraps_currency;Scraps
card_strength;Power
card_type_all;Any Row
card_type_melee;Melee
card_type_ranged;Ranged
card_type_siege;Siege
carousel_mystery_card;Mystery Card
challenge_faction_1;Northern Realms
challenge_faction_1_leader_1_desc;Radovid the Stern, Fifth of His Name, King of Redania, was a polarizing figure. Some considered him a brilliant strategist, a superb general. Others – a bloodthirsty, paranoid madman. The truth lay, as the truth is wont to do, somewhere in the middle.
challenge_faction_1_leader_1_match_1;Steel Skin
challenge_faction_1_leader_1_match_1_desc;Radovid liked to say a soldier is only as strong as his breastplate. In the end, even the best swordsman cannot change the tides of battle if he falls to one stray arrow or a single lucky blow. That’s why Radovid never begrudged his infantry quartermasters the coin to buy solid armor.
challenge_faction_1_leader_1_match_1_strategy;Harald deals a lot of damage - boost your units so they don't get destroyed.
challenge_faction_1_leader_1_match_1_strategy_2;Radovid can help you take out Clan Axemen.
challenge_faction_1_leader_1_match_2;Strength in Numbers
challenge_faction_1_leader_1_match_2_desc;Human soldiers are neither as strong as dwarves nor as dexterous as elves. Yet they have one clear advantage over both elder races: their numbers. Gather a mass of humans, put swords in their hands and a half-decent commander in front… and there is no force that could hope to stop them.
challenge_faction_1_leader_1_match_2_strategy;Watch out for Francesca - she can draw any card she wants at any time.
challenge_faction_1_leader_1_match_2_strategy_2;Use Radovid to deal with resilient units like Mahakam Defenders.
challenge_faction_1_leader_1_match_3;Galloping Death
challenge_faction_1_leader_1_match_3_desc;Radovid is known for stating there is no problem a gallant charge of heavy cavalry cannot solve. Some doubt the truth of this declaration. Some clearly have not seen Redanian riders in action.
challenge_faction_1_leader_1_match_3_strategy;Dagon can spawn a Hazard at any time, so make sure you've got First Light.
challenge_faction_1_leader_1_match_3_strategy_2;Radovid can shut down Ancient Foglets and Barbegazis.
challenge_faction_1_leader_1_title;Radovid
challenge_faction_1_leader_2_desc;King Henselt stumbled ungainly on the dance floor and tripped over his tongue at courtly salons. On the battlefield, however, he moved as deftly as a fish in water. He knew all his infantrymen by name and could recite the range of each and every catapult to the inch.
