_inputshopbuymultiple;ACQUISTA
input_cancel_choice;Annulla
input_cancel_find_opponent;Annulla
input_cancel_matchmaking;Annulla
input_cancel_menu;Annulla
input_cancel_name;Annulla
input_cancel_p_w_f_get_lobby;Placeholder
input_cancel_selection_with_no_valid_transaction;Annulla
input_cancel_settings;Annulla
input_cancel_settings_popup;Annulla
input_cancel_simple_popup;Annulla
input_cancel_simple_popup2;NO
input_cancel_taunting;Chiudi
input_cancel_transaction;Annulla
input_card_management_bought_kegs;Hai acquistato questo numero di barili: {0}.
input_card_management_bought_kegs_open;Vuoi aprirne uno adesso?
input_card_management_bought_kegs_open_desc;Vuoi aprire un barile di carte adesso?
input_card_management_bought_kegs_open_title;Vuoi aprire un barile?
input_card_management_collection_accept;Accetta
input_card_management_collection_cancel;Annulla
input_card_management_enter_cvv;Inserisci CVV: XXX
input_card_management_go_to_purchase_confirmation;ACQUISTA
input_card_management_open_pack_accept;Sì
input_card_management_open_pack_cancel;Non ora
input_card_management_open_pack_change_menu_left;Negozio
input_card_management_open_pack_change_menu_right;Collezione di carte
input_card_management_pay;Paga ora
input_card_management_processing_buy_transaction;Transazione in corso, attendi...
input_card_management_shop;<b>NEGOZIO</b>
input_card_management_shop_accept;Accetta
input_card_management_shop_back_to_previous_panel;INDIETRO
input_card_management_shop_cancel;Annulla
input_card_management_shop_cancel_purchase;NO
input_card_management_shop_card_barrels;BARILI DI CARTE
input_card_management_shop_card_barrels_back;INDIETRO
input_card_management_shop_card_barrels_buy;ACQUISTA
input_card_management_shop_card_barrels_tooltip;Ogni barile contiene 5 carte. Almeno una carta sarà rara, epica o leggendaria.
input_card_management_shop_card_reveal;SCOPRI LE PRIME QUATTRO CARTE
input_card_management_shop_card_reveal_desc;Scopri ogni carta. Quando le avrai scoperte tutte e quattro, potrai scegliere la quinta.
input_card_management_shop_change_menu_left;Collezione di carte
input_card_management_shop_change_menu_open_pack;Apertura barile
input_card_management_shop_change_menu_right;Collezione di carte
input_card_management_shop_confirm_product_purchase;SÌ
input_card_management_shop_confirm_purchase;SÌ
input_card_management_shop_cost;COSTO
input_card_management_shop_decline_product_purchase;NO
input_card_management_shop_decrease_quantity;Riduci quantità
input_card_management_shop_gems;Polvere meteorica
input_card_management_shop_gems_tooltip;La polvere meteorica serve a trasformare le carte della tua collezione nelle rispettive varianti premium.
input_card_management_shop_gems_tooltip_sieja;La polvere meteorica serve a trasformare le carte della tua collezione nelle rispettive varianti premium. La polvere meteorica acquistata scade dopo 6 mesi di tempo reale. Assicurati di spenderla prima che scada!
input_card_management_shop_go_to_pack_opening;APRI BARILE
input_card_management_shop_go_to_purchase_panel;Seleziona
input_card_management_shop_increase_quantity;Aumenta quantità
input_card_management_shop_legal_info;Informazioni
input_card_management_shop_loading;Transazione in corso, attendi...
input_card_management_shop_open_barrel_no;SALVA PER DOPO
input_card_management_shop_open_barrel_pick_one;SCEGLI LA TUA QUINTA CARTA
input_card_management_shop_open_barrel_pick_one_confirm;CONFERMA LA SCELTA
input_card_management_shop_open_barrel_pick_one_confirm_desc;Vuoi davvero tenere questa carta? Le altre due non verranno aggiunte alla tua collezione.
input_card_management_shop_open_barrel_pick_one_desc;Scegli <b>UNA</b> delle carte qui sotto.
input_card_management_shop_open_barrel_summary;LE TUE NUOVE CARTE!
input_card_management_shop_open_barrel_summary_open_next;Vuoi aprire un altro barile di carte?
input_card_management_shop_open_barrel_window_desc;Vuoi aprire un barile di carte?
input_card_management_shop_open_barrel_window_title;Apri barile
input_card_management_shop_open_barrel_yes;SÌ
input_card_management_shop_other_payments;Cambia metodo di pagamento
input_card_management_shop_previous_menu;INDIETRO
input_card_management_shop_select_category;Seleziona
input_card_management_shop_select_category_tooltip;Seleziona categoria
input_card_management_transaction_complete;Transazione completata.
input_card_pack_buy_multiple_desc;Stai per acquistare {0} barili di carte. Ogni barile contiene cinque carte. Almeno una carta sarà di qualità rara o superiore, e dovrai sceglierla fra tre carte di pari rarità.
input_card_pack_buy_multiple_title;ACQUISTA BARILI DI CARTE
input_card_pack_confirm_purchase_desc;Stai per acquistare {0} barile/i di carte. Ogni barile contiene cinque carte. Almeno una carta sarà di qualità rara o superiore, e dovrai sceglierla fra tre carte di pari rarità.
input_card_pack_confirm_purchase_title;ACQUISTA BARILI DI CARTE
input_card_pack_reveal_card;Mostra carta
input_card_pack_to_shop;Torna al negozio
input_card_pollen_carousel_accept;Accetta
input_card_pollen_carousel_button_pressed;Placeholder
input_card_pollen_carousel_cancel;Annulla
input_card_pollen_carousel_drag_end;Placeholder
input_card_pollen_carousel_drag_start;Placeholder
input_card_pollen_carousel_drag_update;Placeholder
input_card_pollen_carousel_edit_deck_name;Modifica nome
input_card_pollen_carousel_mouse_clicked;Accetta
input_card_pollen_carousel_mouse_double_clicked;Clicca due volte
input_card_pollen_carousel_mouse_moved;Placeholder
input_card_pollen_carousel_mouse_scroll;Scorri con il mouse
input_card_pollen_carousel_remove_item;Elimina
input_card_pollen_carousel_reveal_all;MOSTRA TUTTO
input_card_pollen_carousel_reveal_card;MOSTRA CARTA
input_card_pollen_carousel_reveal_mouse_clicked;Scopri carta
input_card_pollen_carousel_right_click;Elimina
input_card_pollen_carousel_right_drag_end;Placeholder
input_card_pollen_carousel_right_drag_start;Placeholder
input_card_pollen_carousel_right_drag_update;Placeholder
input_card_previw_connected_cards_pad_scroll;Placeholder
input_card_selection_hide_view;Nascondi carte
input_card_selection_show_view;Mostra carte
input_carousel_button_pressed;Placeholder
input_carousel_click_on_card;Placeholder
input_carousel_double_click;Placeholder
input_carousel_drag_ended;Placeholder
input_carousel_drag_started;Placeholder
input_carousel_drag_updated;Placeholder
input_carousel_right_drag_ended;Placeholder
input_carousel_right_drag_started;Placeholder
input_carousel_right_drag_updated;Placeholder
input_carousel_scroll;Placeholder
input_carousel_select_card_on_left;Placeholder
input_carousel_select_card_on_right;Placeholder
input_change_leader;Cambia abilità
input_choose_all;Seleziona tutto
input_choose_current_card;Seleziona
input_choose_selected;Termina selezione
input_clear_preview_board;Svuota mazzo
input_close_choice;Conferma scelta
input_close_choice_click;Scegli
input_close_credits;Indietro
input_close_current_preview;Indietro
input_close_game_results;Chiudi
input_close_game_results_rewards;Successiva
input_close_mulligan;Completa ripescaggio
input_close_mulligan_click;Clicca
input_close_replay_window;Placeholder
input_close_reward_screen_preview;Indietro
input_close_single_card_description;Chiudi anteprima
input_collection_accept;Crea
input_collection_cancel;Indietro
input_collection_card_preview_cancel;Placeholder
input_collection_card_preview_craft;Crea
input_collection_card_preview_mill;Ricicla
input_collection_card_preview_undo;Placeholder
input_collection_card_preview_upgrade;Trasforma
input_collection_card_upgrade_premium;Converti a premium
input_collection_change_faction_accept;Placeholder
input_collection_change_faction_cancel;Placeholder
input_collection_close_filters;Chiudi filtri
input_collection_craft_accept;Placeholder
input_collection_craft_cancel;Placeholder
input_collection_is_scrolled_by_wheel;Placeholder
input_collection_mill_spares;Ricicla carte in eccesso
input_collection_open_card_preview;Creazione/Anteprima
input_collection_open_change_faction;Cambia fazione
input_collection_open_filters;Filtri
input_collection_preview_is_scrolled_by_wheel;Placeholder
input_collection_reset_filters;Ripristina filtri
input_collection_scroll_by_stick;Placeholder
input_collection_scroll_mouse_move;Placeholder
input_collection_toggle_filter;Attiva/Disattiva filtro
input_combat_introduction_back;Indietro
input_combat_introduction_continue;Entra in battaglia
input_console_backspace;Placeholder
input_console_clear;Placeholder
input_console_close;Placeholder
input_console_move_carret;Placeholder
input_console_navigate_history;Placeholder
input_console_open;Placeholder
input_console_open_close;Placeholder
input_console_open_keyboard;Placeholder
input_console_scroll;Placeholder
input_console_send_command;Placeholder
input_console_spacebar;Placeholder
input_console_suggest_command;Placeholder
input_content_dragging_start;Placeholder
input_content_dragging_stop;Placeholder
input_content_scrolled_by_wheel;Placeholder
input_continue;Continua
input_continue_loading;Continua
input_create_deck;Crea mazzo
input_credits_back;Indietro
input_credits_exit;Chiudi
input_credits_forward;Avanti
input_credits_pause;Pausa
input_crossplay_cancel;Annulla
input_crossplay_continue;Continua
input_crossplay_toggle;Attiva/Disattiva classificata
input_deck_builder_jump;Cambia sezione
input_deck_builder_quit;Esci
input_deck_create_select_leader;Seleziona
input_deck_editing_confirmation_accept;Salva
input_deck_editing_confirmation_cancel;Torna indietro
input_deck_editing_confirmation_edit_deck_name;Modifica nome
input_deck_editing_confirmation_quit_without_save;Esci senza salvare
input_deck_editing_edit_name;Modifica nome
input_deck_editing_transaction_drag_end;Placeholder
input_deck_editing_transaction_drag_update;Placeholder
input_deck_editor_close_filters;Chiudi filtri
input_deck_editor_collection_scroll_by_stick;Placeholder
input_deck_editor_open_filters;Filtri
input_deck_editor_reset_filters;Ripristina filtri
input_deck_editor_toggle_filter;Attiva/Disattiva filtro
input_deck_options;Opzioni
input_delete_deck;Elimina
input_dialog_accept;Accetta
input_dialog_continue;Continua
input_discard;Butta via
input_display_card_details;Mostra dettagli
input_dont_choose_current_card;Deseleziona
input_edit_deck;Modifica mazzo
input_end_draging_collection;Placeholder
input_end_return_card_to_collection_card_drag;Placeholder
input_exit_shop;Indietro
input_exit_swap;Cambia schermata
input_exploration_cancel;Placeholder
input_exploration_dialog_menu_down;Giù
input_exploration_dialog_menu_up;Su
input_exploration_enter_deck_building;Accedi alla creazione del mazzo
input_exploration_interact;Interagisci
input_exploration_leave;Esci
input_exploration_navigate_down;Giù
input_exploration_navigate_left;Sinistra
input_exploration_navigate_left_right_stop;Placeholder
input_exploration_navigate_right;Destra
input_exploration_navigate_up;Su
input_exploration_navigate_up_down_stop;Placeholder
input_exploration_navigation_mouse_click;Placeholder
input_exploration_navigation_mouse_press;Placeholder
input_exploration_navigation_mouse_press_end;Placeholder
input_exploration_special_action;Placeholder
input_free_camera_center;Placeholder
input_free_camera_change_camera;Placeholder
input_free_camera_change_color;Placeholder
input_free_camera_change_shader;Placeholder
input_free_camera_change_speed;Placeholder
input_free_camera_close;Placeholder
input_free_camera_get_info;Placeholder
input_free_camera_navigate;Placeholder
input_free_camera_rotate;Placeholder
input_game_over_back_to_menu;Indietro
input_game_over_load_save;Placeholder
input_gems_buy_multiple_desc;La polvere meteorica serve a trasformare le carte della tua collezione nelle rispettive varianti premium. Le carte premium includono animazioni ed effetti sonori/visivi aggiuntivi.
input_gems_buy_multiple_desc_sieja;La polvere meteorica serve a trasformare le carte della tua collezione nelle rispettive varianti premium. Le carte premium includono animazioni ed effetti sonori/visivi aggiuntivi. La polvere meteorica acquistata scade dopo 6 mesi di tempo reale. Assicurati di spenderla prima che scada!
input_gems_buy_multiple_title;ACQUISTA POLVERE METEORICA
input_gems_buying_success;Aggiunta polvere meteorica al tuo account.
input_gems_confirm_purchase_title;ACQUISTA POLVERE METEORICA
input_go_first_ignore;Ignora
input_go_first_opponent;AVVERSARIO
input_go_first_player;IO
input_gog_required_confirm;Accetta
input_hide_forfeit_window;Annulla
input_history_card_down;Placeholder
input_history_card_up;Placeholder
input_history_in;Placeholder
input_history_off;Chiudi
input_history_on;Carte giocate
input_history_out;Placeholder
input_history_start_draging;Placeholder
input_history_stop_draging;Placeholder
input_history_update_draging;Placeholder
input_key_hold_skip;(premuto) Salta
input_leaderboards_close;Esci
input_leaderboards_mouse_scroll;Placeholder
input_leaderboards_next_page;Pagina successiva
input_leaderboards_next_page_continous;Placeholder
input_leaderboards_prev_page;Pagina precedente
input_leaderboards_prev_page_continous;Placeholder
input_leaderboards_top_player;Giocatori migliori
input_main_menu_change_section_left;Placeholder
input_main_menu_change_section_right;Placeholder
input_main_menu_logout;Disconnettiti
input_main_menu_quit;Esci
input_main_menu_select;Seleziona
input_main_menu_snow_command;Placeholder
input_mouse_navigation;Placeholder
input_mouse_navigation_transaction;Placeholder
input_move_card_back_to_deck;Sposta carta nella mano
input_move_card_to_collection;Rimuovi
input_move_card_to_deck;Sposta carta nel mazzo
input_move_card_to_transaction;Seleziona
input_move_card_to_transaction_from_carousel;Seleziona carta
input_move_card_to_transaction_mouse;Seleziona
input_move_previewed_card_to_transaction;Seleziona carta
input_mulligan_card;Ripesca carta
input_mulligan_click_on_card;Seleziona carta
input_mulligan_double_click_on_card;Placeholder
input_mulligan_mouse_moved;Placeholder
input_navigate_in_game_scoial_down;Placeholder
input_navigate_in_game_scoial_left;Placeholder
input_navigate_in_game_scoial_right;Placeholder
input_navigate_in_game_scoial_up;Placeholder
input_navigate_menu_down;Giù
input_navigate_menu_down_continuous;Placeholder
input_navigate_menu_left;Sinistra
input_navigate_menu_left_continuous;Placeholder
input_navigate_menu_right;Destra
input_navigate_menu_right_continuous;Placeholder
input_navigate_menu_up;Su
input_navigate_menu_up_continuous;Placeholder
input_navigate_scrollbar_down;SCORRI
input_navigate_scrollbar_left;Placeholder
input_navigate_scrollbar_right;Placeholder
input_navigate_scrollbar_up;Placeholder
input_navigate_settings_category_down;Giù
input_navigate_settings_category_left;Sinistra
input_navigate_settings_category_right;Destra
input_navigate_settings_category_up;Su
input_navigate_settings_down;Giù
input_navigate_settings_left;Sinistra
input_navigate_settings_right;Destra
input_navigate_settings_up;Su
input_navigate_to_location_down;Scorri in basso
