_inputshopbuymultiple;구매
oda_big_update_message;게임을 업데이트하는 중이니 잠시만 기다려 주세요! 이후의 업데이트를 빠르게 완료하려면 용량이 큰 파일들을 미리 다운로드해 둬야 합니다.
odr_download_initial_error_desc;업데이트를 다운로드하지 못했습니다. 인터넷 연결 상태를 확인하고 저장 공간이 충분한지 확인한 후에 다시 시도해 주십시오.
odr_download_uber_desc;4K 텍스처 팩을 다운로드하시겠습니까? 다운로드 용량은 {0}MB입니다. 와이파이 연결을 권장합니다.
odr_download_uber_error_desc;4K 텍스처 팩을 다운로드하지 못했습니다. 인터넷 연결 상태를 확인하고 저장 공간이 충분한지 확인한 후에 다시 시도해 주십시오.
odr_remove_uber_desc;4K 텍스처 팩을 제거하시겠습니까?
odr_update_initial_desc;계속하려면 업데이트를 다운로드해야 합니다. 업데이트 용량은 {0}MB입니다. 와이파이 연결을 권장합니다. 다운로드를 시작하시겠습니까?
odr_update_uber_desc;4K 텍스처 팩을 업데이트할 수 있습니다. 다운로드 용량은 {0}MB입니다. 와이파이 연결을 권장합니다. 지금 다운로드하시겠습니까? 나중에 설정 창에서도 다운로드할 수 있습니다.
open_keg_prompt;다음 카드통 열기
operation_failed;작업에 실패했습니다.
opponent_ciri_tutorial_first_combat_name;시리
opponent_ciri_tutorial_first_combat_title;신트라의 새끼 암사자
opponent_ciri_tutorial_second_combat_name;시리
opponent_ciri_tutorial_second_combat_title;신트라의 새끼 암사자
opponent_ciri_tutorial_third_combat_name;시리
opponent_ciri_tutorial_third_combat_title;신트라의 새끼 암사자
opponent_monsters_practice;데이건
opponent_nilfgaard_practice;얀 칼베이트
opponent_northernrealms_practice;아다
opponent_reconnecting_description;상대 연결 끊김. 연결 재시도 중...
opponent_reconnecting_title;상대 연결 끊김
opponent_scoiatael_practice;브루버
opponent_skellige_practice;절름발이 하랄드
opponent_tech_tutorial_endboss_name;에레딘
opponent_tech_tutorial_endboss_title;와일드 헌트의 왕
opponent_tech_tutorial_first_opponent_name;괴물 무리
opponent_tech_tutorial_first_opponent_title;사나운 야수
opponent_tech_tutorial_player_name;게롤트
opponent_tech_tutorial_player_title;전설적인 괴물 사냥꾼
opponent_tech_tutorial_second_opponent_name;괴물 무리
opponent_tech_tutorial_second_opponent_title;사나운 야수
opponent_tutorial_first_opponent_name;아라카스 여왕
opponent_tutorial_first_opponent_title;남들보다 추한 자
opponent_tutorial_last_opponent_name;루힌
opponent_tutorial_last_opponent_title;숲의 공포
opponent_tutorial_optional_opponent_name;괴물 무리
opponent_tutorial_optional_opponent_title;가장 불결한 컬렉션
opponent_tutorial_second_opponent_name;괴물 무리
opponent_tutorial_second_opponent_title;가장 불결한 컬렉션
outcome_accomplishmentrewards;보상
outcome_arena_name;아레나
outcome_boost_tooltip;{0} <sprite="PopupIcons" name="WellRested"> 보너스
outcome_daily_name;일일 크라운
outcome_experience_name;경험치
outcome_experiences;경험치
outcome_journey_name;여정
outcome_premium_quest_tooltip;{0} <sprite="PopupIcons" name="WellRested"> 프리미엄 퀘스트
outcome_rank;등급
outcome_ranked_name;등급
outcome_rewards;일일 보상
outcome_scores;점수
outcome_standard_quest_tooltip;{0} <sprite="PopupIcons" name="WellRested"> 일반 퀘스트
outcome_won_round_tooltip;{0} <sprite="PopupIcons" name="WellRested" > 라운드 승리
overlay_disabled;GOG Overlay를 활성화하면 상점에서 구매할 수 있습니다!
panel_card_choice_number_description;[{0}/{1}]
panel_cash_expire_desc;아래 화폐는 곧 만료됩니다.
panel_cash_expire_has_expired;화폐 만료됨
panel_cash_expire_time_format;{0}일 {1}시간 {2}분
panel_cash_expire_timer;남은 시간
panel_cash_expire_title;만료 예정 화폐
panel_choice_enemy_description;가질 카드를 고릅니다.
panel_choice_player_description;가질 카드를 고릅니다.
panel_collection_changefaction_title;선택
panel_collection_emptygrid;<b><color=white>현재 필터로 검색된 카드가 없습니다.</color=white></b>\n\n다른 필터를 해제하거나 세력을 바꿔보십시오.
panel_collection_filter_name;필터 옵션
panel_collection_filterstatus_label;필터링 사용
panel_collection_mill_spares_label;남는 카드:
panel_collection_scrap_gain;획득:
panel_collection_scrap_label;Placeholder
panel_collection_title;<b>컬렉션</b>
panel_currency_keg;카드통
panel_currency_reward;{0} x {1}
panel_db_info_gold_cards;골드 카드
panel_db_info_silver_cards;실버 카드
panel_db_info_total_cards;모든 카드
panel_deck_enemy_name;상대 덱
panel_deck_name;덱
panel_deckbuilder_deck_limit_error_desc;컬렉션 덱 제한 개수인 {0}개에 도달했습니다. 새로 덱을 생성하려면 기존 덱 하나를 제거하셔야 합니다.
panel_deckbuilder_deck_limit_error_name;덱 제한 개수 도달
panel_deckbuilder_remove_error_desc;덱을 제거하는 과정에서 문제가 발생했습니다. 덱 편집기를 다시 실행해 재시도하시기 바랍니다.
panel_deckbuilder_remove_error_name;오류: 덱 제거하지 못함
panel_deckcreate_faction_description;새로 생성한 덱에 사용할 세력을 선택합니다.
panel_deckcreate_faction_name;세력 선택
panel_deckcreate_leader_description;새로 생성한 덱에 사용할 리더를 선택합니다.
panel_deckcreate_leader_name;리더 선택
panel_deckeditor_confirmation_description;이 덱을 저장하시겠습니까?
panel_deckeditor_confirmation_name;덱 편집: 저장 확인
panel_deckeditor_leader_campaign1_name;무기 변경
panel_deckeditor_leader_description;덱을 지휘할 리더를 선택합니다.
panel_deckeditor_leader_name;능력 변경
panel_deckselection_deckbuilder_description;편집할 덱을 선택합니다.
panel_deckselection_deckbuilder_name;덱 선택
panel_deckselection_emptydecklist_description;덱이 없습니다!
panel_deckselection_game_description;전투에 사용할 덱을 선택합니다.
panel_deckselection_game_name;덱 선택
panel_deckselection_invaliddeck_description;유효하지 않은 덱으로 플레이할 수 없습니다. 컬렉션에서 유효한 덱을 선택하거나 새로운 덱을 생성하시기 바랍니다.
panel_deckselection_invaliddeck_name;유효하지 않은 덱
panel_deckselection_newdeck_description;새로운 덱을 만듭니다.
panel_deckselection_newdeck_name;새로운 덱
panel_deckselection_removeconfirmation_description;정말 '{0}' 덱을 제거하시겠습니까?
panel_deckselection_removeconfirmation_name;덱을 제거하는 중...
panel_filters_text_search_label;검색
panel_graveyard_enemy_description;상대 무덤에 있는 카드를 봅니다.
panel_graveyard_enemy_name;상대 무덤
panel_graveyard_name;무덤
panel_graveyard_player_description;당신 무덤에 있는 카드를 봅니다.
panel_mainmenu_pane_holiday_event_downloading;{0}% 불러오기 완료
panel_mainmenu_pane_holiday_event_ended;이벤트 종료됨
panel_mainmenu_pane_holiday_event_ends_in;{0} 후\n이벤트가 끝납니다.
panel_mainmenu_pane_holiday_event_starts_in;{0} 후\n이벤트를 시작합니다.
panel_mainmenu_pane_ranked_endseason;곧 시즌이 종료됩니다!
panel_mainmenu_pane_ranked_levelnotreached;요구 레벨:
panel_mainmenu_pane_ranked_newseason;새로운 시즌!
panel_mainmenu_pane_ranked_newseason_coming;곧 새로운 시즌이 시작됩니다!
panel_mainmenu_pane_reward;보상:
panel_matchmaking_button_exit;검색 중단
panel_matchmaking_found;상대를 찾았습니다!
panel_matchmaking_searching;적절한 상대 검색 중
panel_matchmaking_searching_extended;적절한 상대가 없어 검색이 지연되고 있습니다. 잠시만 기다려주십시오.
panel_matchmaking_selecteddeck;선택한 덱:
panel_matchmaking_timeout;상대를 찾다가 대기 시간이 만료되었습니다!
panel_matchmaking_title_casual;매치메이킹: 표준 경기
panel_matchmaking_title_pro_league;매치메이킹: 프로 래더 경기
panel_matchmaking_title_ranked;매치메이킹: 경쟁전
panel_mulligan_description;교체할 카드를 고릅니다. [{0}/{1}]
panel_mulligan_name;카드 교체하기
panel_player_info_guest;로그인 안 함
panel_rewards_good_game;<b><#FFFFFF>굿 게임!</color></b> 상대 덕분에 <b><#FFFFFF>{0}</color></b> 추가 보상을 획득했습니다! {1} x {2}
panel_rewards_level_up;레벨 업!
panel_rewards_lvl;레벨
panel_rewards_no_rewards;보상 없음
panel_rewards_wins;승: {0}/{1}
panel_settings_button_audio;음향
panel_settings_button_cosmetic;코스메틱
panel_settings_button_gameplay;게임플레이
panel_settings_button_general;일반
panel_settings_button_graphics;그래픽
panel_settings_button_localization;현지화
panel_settings_button_network;네트워크
panel_settings_button_resolution;해상도
panel_settings_button_screen;화면
panel_settings_category_audio;음향 설정
panel_settings_category_general;일반 설정
panel_settings_category_graphics;그래픽 설정
panel_settings_category_localization;현지화 설정
panel_settings_category_network;네트워크 설정
panel_settings_category_resolution;해상도 설정
panel_settings_category_screen;화면 설정
panel_settings_credits_button;제작진
panel_settings_entry_antialiasing;앤티앨리어싱
panel_settings_entry_antialiasing_disabled;사용 안 함
panel_settings_entry_antialiasing_false;사용 안 함
panel_settings_entry_antialiasing_msaa_double;MSAA 2x
panel_settings_entry_antialiasing_msaa_quadruple;MSAA 4x
panel_settings_entry_antialiasing_taa;TAA
panel_settings_entry_antialiasing_true;사용함
panel_settings_entry_audio_setup;음향 설정
panel_settings_entry_audio_setup_auto_detect;자동 감지
panel_settings_entry_audio_setup_headphones;헤드폰
panel_settings_entry_audio_setup_native_speaker;내장 스피커
panel_settings_entry_auto_end_turn;할 수 있는 행동이 없으면 자동으로 턴을 종료합니다
panel_settings_entry_auto_end_turn_false;끄기
panel_settings_entry_auto_end_turn_true;켜기
panel_settings_entry_auto_show_players_names;경기 중 플레이어 이름 최소화
panel_settings_entry_auto_show_players_names_collapsenames;이름 최소화
panel_settings_entry_auto_show_players_names_shownames;이름 표시
panel_settings_entry_board_mode;전장 보드 선택
panel_settings_entry_board_mode_defender;수비자
panel_settings_entry_board_mode_mine;내 보드만
panel_settings_entry_classic_music;더 위쳐 3 궨트 음악 사용
panel_settings_entry_classic_music_false;아니요
panel_settings_entry_classic_music_true;예
panel_settings_entry_cross_play;크로스 플랫폼 플레이
panel_settings_entry_cross_play_false;사용 안 함
panel_settings_entry_cross_play_true;사용함
panel_settings_entry_display;화면
panel_settings_entry_display_overcommit_warning_popup;초과 행동 경고
panel_settings_entry_display_overcommit_warning_popup_false;비활성화
panel_settings_entry_display_overcommit_warning_popup_true;활성화
panel_settings_entry_display_wrong_play_popup;전열-제한 보호 경고
