_inputshopbuymultiple;COMPRAR
challenge_faction_4_leader_1_match_1_strategy;Emhyr puede volver a jugar a uno de sus aliados y, de este modo, activar una vez más su habilidad. Destrúyelo antes de que tenga la oportunidad de hacerlo.
challenge_faction_4_leader_1_match_1_strategy_2;Eithné te permite jugar una carta especial de tu cementerio. Úsala para jugar Reconocimiento y reforzar tu ejército.
challenge_faction_4_leader_1_match_2;Alianza de la raza antigua
challenge_faction_4_leader_1_match_2_desc;Las dríades son desconfiadas por naturaleza y evitan a los forasteros. Solo hacen excepciones con los elfos, con los que aúnan fuerzas cuando se encuentran en inferioridad. En estos casos, la superioridad numérica del enemigo sirve para bien poco. Aquellos que no caen bajo las espadas élficas sucumben ante los poderosos hechizos de las dríades.
challenge_faction_4_leader_1_match_2_strategy;Eredin y sus aliados pueden generar Escarcha, así que ten preparada Amanecer.
challenge_faction_4_leader_1_match_2_strategy_2;Eithné te permite jugar una carta especial de tu cementerio. Úsala para eliminar Escarcha cada vez que Eredin la genere.
challenge_faction_4_leader_1_match_3;Las aguas de Brokilon
challenge_faction_4_leader_1_match_3_desc;Las aguas de Brokilon son célebres por sus extraordinarias propiedades. Aquellos que beben de ellas pierden la memoria y se dice que las dríades ven visiones del futuro en sus calmadas superficies. No es de extrañar, pues, que sus ejércitos estén preparados para cualquier eventualidad...
challenge_faction_4_leader_1_match_3_strategy;Cuidado con Henselt, puede sacar muchas unidades al tablero con un solo movimiento.
challenge_faction_4_leader_1_match_3_strategy_2;Eithné te permite jugar una carta especial de tu cementerio. Úsala para jugar Reconocimiento y reforzar tu ejército.
challenge_faction_4_leader_1_title;Eithné
challenge_faction_4_leader_2_desc;Francesca Findabair, conocida como la Margarita del Valle, es considerada por muchos la mujer más hermosa del mundo. Sus encantos físicos solo se pueden comparar con su enorme talento mágico y su agudo instinto en política.
challenge_faction_4_leader_2_match_1;Reina de los elfos
challenge_faction_4_leader_2_match_1_desc;Los elfos libres de Dol Blathanna le deben a Francesca todo lo que tienen. Por ello, no es de extrañar que estén dispuestos a morir con su nombre en los labios. No obstante, los Scoia'tael no la respetan con tanto fervor. La culpan de toda la sangre élfica derramada por lo que, a sus ojos, era una causa perdida.
challenge_faction_4_leader_2_match_1_strategy;Bran puede llenar rápidamente su cementerio de unidades. Ojo, porque muchas habilidades de Skellige tienen que ver con los muertos.
challenge_faction_4_leader_2_match_1_strategy_2;Francesca te permite sacar una nueva carta en cualquier momento. Úsala para sacar provecho.
challenge_faction_4_leader_2_match_2;Visionario
challenge_faction_4_leader_2_match_2_desc;Durante la Segunda Guerra del Norte, firmó un pacto con el imperio nilfgaardiano que permitió a los elfos libres reconstruir un reino propio en Dol Blathanna. Sin embargo, cuando la guerra terminó, estalló el conflicto entre el imperio y los guerreros Scoia'tael...
challenge_faction_4_leader_2_match_2_strategy;Voorhis puede revelar cartas de tu mano para obtener una información valiosa. Además, muchas de sus unidades obtienen algún beneficio por cada carta revelada.
challenge_faction_4_leader_2_match_2_strategy_2;Francesca te permite sacar una nueva carta en cualquier momento. Úsala para sacar provecho.
challenge_faction_4_leader_2_match_3;Archiseñora
challenge_faction_4_leader_2_match_3_desc;Antes de la guerra, Francesca era miembro del Cónclave de Magos y más tarde se unió a la misteriosa Logia de Hechiceras. Su gran talento mágico le granjeó el respeto y la admiración de sus colegas, aunque ninguna de ellas conoce con exactitud el verdadero alcance de sus habilidades.
challenge_faction_4_leader_2_match_3_strategy;Dagón puede generar un peligro en cualquier momento, asegúrate de disponer de Amanecer.
challenge_faction_4_leader_2_match_3_strategy_2;Francesca te permite sacar una nueva carta en cualquier momento. Úsala para sacar provecho.
challenge_faction_4_leader_2_title;Francesca
challenge_faction_5;Nilfgaard
challenge_faction_5_leader_1_desc;Emhyr var Emreis, la Llama Blanca que Baila sobre los Túmulos de sus Enemigos, bien merece su sobrenombre. Desde el mismo momento en que arrebató la corona imperial de las manos del Usurpador, ha empleado todo el poder a su disposición para eliminar a sus enemigos políticos.
challenge_faction_5_leader_1_match_1;Rival digno
challenge_faction_5_leader_1_match_1_desc;Después de eliminar a la mayoría de los reyes de los Reinos del Norte, Emhyr pensó que la victoria de Nilfgaard en la Tercera Guerra del Norte sería rápida y total. Para su sorpresa, se topó con un digno enemigo en la persona del rey Radovid V.
challenge_faction_5_leader_1_match_1_strategy;Cuidado con Radovid, intentará eliminar a cualquiera de tus unidades que tenga habilidades pasivas importantes.
challenge_faction_5_leader_1_match_1_strategy_2;Emhyr te permite volver a jugar a uno de tus aliados y, de este modo, activar una vez más su habilidad. Trata de usarlo sobre una unidad poderosa antes de que tu enemigo lo destruya.
challenge_faction_5_leader_1_match_2;Innumerables ejércitos
challenge_faction_5_leader_1_match_2_desc;Emhyr siempre consideró la casta de los brujos como un vestigio de una época pasada. Los mutantes eran unos asesinos formidables, cierto, pero prefería eliminar a los monstruos mediante métodos más económicos.
challenge_faction_5_leader_1_match_2_strategy;Eredin y sus aliados pueden generar Escarcha, así que ten preparada Amanecer.
challenge_faction_5_leader_1_match_2_strategy_2;Emhyr te permite volver a jugar a uno de tus aliados y, de este modo, activar una vez más su habilidad. Trata de usarlo sobre una unidad poderosa antes de que tu enemigo lo destruya.
challenge_faction_5_leader_1_match_3;Herramientas desechadas
challenge_faction_5_leader_1_match_3_desc;Los Scoia'tael fueron una de las herramientas de las que se sirvió Emhyr durante la Segunda Guerra del Norte. Su propósito: sembrar el caos tras las líneas enemigas. Al término de la guerra, dejaron de ser útiles y sus cuestionables métodos fueron motivo de discordia durante las conversaciones diplomáticas con los reyes del norte.
challenge_faction_5_leader_1_match_3_strategy;Eithné y sus unidades se basan en el uso de cartas especiales. Destruye a sus unidades para cortar esta estrategia de raíz.
challenge_faction_5_leader_1_match_3_strategy_2;Emhyr te permite volver a jugar a uno de tus aliados y, de este modo, activar una vez más su habilidad. Trata de usarlo sobre una unidad poderosa antes de que tu enemigo lo destruya.
challenge_faction_5_leader_1_title;Emhyr
challenge_faction_5_leader_2_desc;Morvran Voorhis se enorgullecía en afirmar que era capaz de ganar una guerra sin blandir una sola espada. Y había mucho de verdad en ello, pues la estrategia de Voorhis se basaba en un astuto empleo de espías y saboteadores. Puede que esto no le granjeara mucho honor, pero le otorgó muchas victorias...
challenge_faction_5_leader_2_match_1;Artes diplomáticas
challenge_faction_5_leader_2_match_1_desc;Morvran Voorhis gustaba de vigilar de cerca las actividades de sus enemigos. Con este fin, les escribía numerosas y extensas cartas. El contenido de dichas misivas era pura palabrería, floridas galas retóricas que no venían a decir nada, pero los emisarios enviados para entregarlas mantenían sus ojos bien abiertos...
challenge_faction_5_leader_2_match_1_strategy;Los guerreros de Crach pueden acumular mucho poder si se lo permites. Trata de sacarlos del tablero lo más rápido posible.
challenge_faction_5_leader_2_match_1_strategy_2;Voorhis te permite revelar cartas de la mano de tu rival. Úsalo para predecir sus movimientos. Recuerda que también puedes revelar tus propias cartas para activar las habilidades de tus unidades.
challenge_faction_5_leader_2_match_2;Lealtad cuestionable
challenge_faction_5_leader_2_match_2_desc;Morvran Voorhis se servía de una nutrida red de hábiles espías al servicio del imperio... y de oficiales especiales de la brigada Nausicaa dedicados a tratar con los agentes que habían sido lo suficientemente estúpidos como para cometer traición.
challenge_faction_5_leader_2_match_2_strategy;Brouver y sus enanos se centran en potenciarse y fortalecerse los unos a los otros. Destruye a sus unidades para desbaratar esta estrategia.
challenge_faction_5_leader_2_match_2_strategy_2;Voorhis te permite revelar cartas de la mano de tu rival. Úsalo para predecir sus movimientos. Recuerda que también puedes revelar tus propias cartas para activar las habilidades de tus unidades.
challenge_faction_5_leader_2_match_3;Agentes dobles
challenge_faction_5_leader_2_match_3_desc;Voorhis no conocía reglas en la guerra. Para vencer, estaba dispuesto a hacer causa común con cualquiera, ya fueran renegados de escuelas de brujos, criminales de guerra o magos subversivos. Solo importaba una cosa: la victoria.
challenge_faction_5_leader_2_match_3_strategy;El Anciano Oculto y sus secuaces intentarán robar poder a tus unidades. Potencia a tus tropas equitativamente para evitar proporcionarles objetivos suculentos.
challenge_faction_5_leader_2_match_3_strategy_2;Voorhis te permite revelar cartas de la mano de tu rival. Úsalo para predecir sus movimientos. Recuerda que también puedes revelar tus propias cartas para activar las habilidades de tus unidades.
challenge_faction_5_leader_2_title;Voorhis
challenge_fundamentals;Tutorial
challenge_fundamentals_1_desc;Aprende los conceptos básicos sobre cómo jugar a Gwent: condiciones para ganar, dinámica de rondas,\nhabilidades de las cartas, líderes, etc.
challenge_fundamentals_1_match_1;Mecánicas básicas
challenge_fundamentals_1_match_2;Mecánicas avanzadas
challenge_fundamentals_1_match_3;Mecánicas especiales
challenge_fundamentals_1_title;Tutorial
challenge_intermediate;Gestión de cartas
challenge_intermediate_1_desc;Aprende a gestionar tus cartas: formar barajas, crear cartas y añadirlas a tu colección, transmutar cartas y comprar cartas en la tienda.
challenge_intermediate_1_match_1;Creación de barajas
challenge_intermediate_1_match_2;Tienda
challenge_intermediate_1_match_3;Creación de cartas
challenge_intermediate_1_title;Gestión de cartas
challenge_reward_completed;Desafío completado
challenges_back;Atrás
challenges_select;Seleccionar
challenges_title;Desafíos
change_favourite_card;Cambiar carta
character_cards;Placeholder
character_name_gascon;Gascon
character_name_meve;Placeholder
character_title_gascon;Duque de los Perros
character_title_meve;Reina de Lyria y Rivia
chat_type_message;Escribe un mensaje...
check_internet_connection;No se ha podido establecer la conexión. Comprueba tu conexión a internet.
check_internet_connection_title;Error de conexión
check_last_transactions_not_finished;Estamos finalizando tus anteriores transacciones. Si este mensaje aparece de nuevo, ponte en contacto con el servicio técnico.
check_last_transactions_not_finished_title;Transacciones incompletas
chinese_new_year_pack_card_text;Carta legendaria
chinese_new_year_pack_description;El Año Nuevo lunar ha llegado a GWENT. Para celebrar la ocasión, en la tienda hay disponible un pack del Año Nuevo lunar.
chinese_new_year_pack_title_begin;Pack del Año Nuevo lunar
chinese_new_year_title_summary;Pack del Año Nuevo lunar
chineseny_notification_buy;¡Ya puedes comprar el pack del Año Nuevo lunar!
chineseny_notification_open;¡Ya puedes abrir tu pack del Año Nuevo lunar!
chocolate_candies_currency_name;Corazones de chocolate
christmaspack_card_text;Carta épica
christmaspack_description;Para celebrar el solsticio de invierno, Troco el trol ha preparado un saco festivo de barriles especial, disponible en su tienda por tiempo limitado.
christmaspack_title_begin;Saco festivo de barriles de Troco
christmaspack_title_summary;Saco festivo de barriles de Troco
close;Cerrar
close_game_rewards_warning_message;¿Quieres omitir el resumen de recompensas?
close_game_rewards_warning_title;Omitiendo recompensas
collection;Colección de cartas
collection_summary_profile_panel;Colección
