_inputshopbuymultiple;购买
opponent_ciri_tutorial_first_combat_name;希里
opponent_ciri_tutorial_first_combat_title;辛特拉幼狮
opponent_ciri_tutorial_second_combat_name;希里
opponent_ciri_tutorial_second_combat_title;辛特拉幼狮
opponent_ciri_tutorial_third_combat_name;希里
opponent_ciri_tutorial_third_combat_title;辛特拉幼狮
opponent_monsters_practice;达冈
opponent_nilfgaard_practice;约翰·卡尔维特
opponent_northernrealms_practice;雅妲
opponent_reconnecting_description;对手断开连接，正在重连…
opponent_reconnecting_title;对手断开连接
opponent_scoiatael_practice;布罗瓦尔
opponent_skellige_practice;“瘸子”哈罗德
opponent_tech_tutorial_endboss_name;艾瑞汀
opponent_tech_tutorial_endboss_title;狂猎之王
opponent_tech_tutorial_first_opponent_name;怪兽群落
opponent_tech_tutorial_first_opponent_title;狂乱兽群
opponent_tech_tutorial_player_name;杰洛特
opponent_tech_tutorial_player_title;传奇怪物猎手
opponent_tech_tutorial_second_opponent_name;怪兽群落
opponent_tech_tutorial_second_opponent_title;狂乱兽群
opponent_tutorial_first_opponent_name;蟹蜘蛛女王
opponent_tutorial_first_opponent_title;可怖怪兽
opponent_tutorial_last_opponent_name;卢恩
opponent_tutorial_last_opponent_title;林中恶魔
opponent_tutorial_optional_opponent_name;怪兽群落
opponent_tutorial_optional_opponent_title;极秽极恶之渊薮
opponent_tutorial_second_opponent_name;怪兽群落
opponent_tutorial_second_opponent_title;极秽极恶之渊薮
order_in_all_things_ seasonal_mode_desc;对局开始前，将玩家的牌组按人口数从高到低排列
order_in_all_things_ seasonal_mode_title;井然有序
outcome_accomplishmentrewards;奖励
outcome_arena_name;角斗场
outcome_boost_tooltip;{0} <sprite="PopupIcons" name="WellRested"> 奖励
outcome_daily_name;日常奖励
outcome_experience_name;经验值
outcome_experiences;经验值
outcome_journey_name;旅程
outcome_premium_quest_tooltip;{0} 个 <sprite="PopupIcons" name="WellRested"> 高阶任务
outcome_rank;排名
outcome_ranked_name;排位赛
outcome_rewards;每日奖励
outcome_scores;得分
outcome_standard_quest_tooltip;{0} 个 <sprite="PopupIcons" name="WellRested"> 标准任务
outcome_won_round_tooltip;{0} 个 <sprite="PopupIcons" name="WellRested"> 获胜小局
overlay_disabled;激活启动器 Overlay 来直接从商店购买！
panel_card_choice_number_description;[{0}/{1}]
panel_cash_expire_desc;下列货币即将过期
panel_cash_expire_has_expired;货币过期
panel_cash_expire_time_format;{0}天 {1} 时 {2} 分
panel_cash_expire_timer;剩余时间
panel_cash_expire_title;货币过期提醒
panel_choice_enemy_description;选择 1 张要保留的牌。
panel_choice_player_description;选择 1 张要保留的牌。
panel_collection_changefaction_title;选择
panel_collection_emptygrid;<b><color=white>没有找到符合当前筛选条件的卡牌。</color=white></b>\n\n请尝试禁用部分筛选项，或切换阵营。
panel_collection_filter_name;筛选器选项
panel_collection_filterstatus_label;已开启筛选
panel_collection_mill_spares_label;多余卡牌：
panel_collection_scrap_gain;获得：
panel_collection_scrap_label;待定文字
panel_collection_title;<b>卡牌收藏</b>
panel_currency_keg;牌桶
panel_currency_reward;{0} x {1}
panel_db_info_gold_cards;金色牌
panel_db_info_silver_cards;银色牌
panel_db_info_total_cards;全部卡牌
panel_deck_enemy_name;敌方牌组
panel_deck_name;牌组
panel_deckbuilder_deck_limit_error_desc;您最多可同时拥有 {0} 个牌组。您必须移除一个现有牌组，才能创建新牌组。
panel_deckbuilder_deck_limit_error_name;已达牌组上限
panel_deckbuilder_remove_error_desc;移除牌组时遇到问题。请重新进入牌组编辑器并再试一次。
panel_deckbuilder_remove_error_name;错误：无法移除牌组
panel_deckcreate_faction_description;为新建牌组选择阵营。
panel_deckcreate_faction_name;选择阵营
panel_deckcreate_leader_description;为新建牌组选择领袖牌。
panel_deckcreate_leader_name;选择领袖
panel_deckeditor_confirmation_description;是否保存该牌组？
panel_deckeditor_confirmation_name;牌组编辑：保存确认
panel_deckeditor_leader_campaign1_name;更换武器
panel_deckeditor_leader_description;为牌组选择领袖牌。
panel_deckeditor_leader_name;更改能力
panel_deckselection_deckbuilder_description;选择您要编辑的牌组
panel_deckselection_deckbuilder_name;选择牌组
panel_deckselection_emptydecklist_description;当前没有牌组！
panel_deckselection_game_description;选择在本场战斗中使用的牌组。
panel_deckselection_game_name;牌组选择
panel_deckselection_invaliddeck_description;无效牌组无法用于对战。请从您的收藏中选择一个有效牌组，或创建一个新牌组。
panel_deckselection_invaliddeck_name;无效牌组
panel_deckselection_newdeck_description;创建新牌组。
panel_deckselection_newdeck_name;新建牌组
panel_deckselection_removeconfirmation_description;确定要移除您的“{0}”牌组？
panel_deckselection_removeconfirmation_name;正在移除牌组……
panel_filters_text_search_label;搜索
panel_graveyard_enemy_description;查看敌方墓场中的卡牌。
panel_graveyard_enemy_name;敌方墓场
panel_graveyard_name;墓场
panel_graveyard_player_description;查看己方墓场中的卡牌。
panel_mainmenu_pane_holiday_event_downloading;{0}% 已下载
panel_mainmenu_pane_holiday_event_ended;活动已结束
panel_mainmenu_pane_holiday_event_ends_in;活动结束：\n{0}
panel_mainmenu_pane_holiday_event_starts_in;活动开始：\n{0}
panel_mainmenu_pane_ranked_endseason;赛季即将结束！
panel_mainmenu_pane_ranked_levelnotreached;要求等级：
panel_mainmenu_pane_ranked_newseason;新赛季已开始！
panel_mainmenu_pane_ranked_newseason_coming;新赛季即将开始！
panel_mainmenu_pane_reward;奖励：
panel_matchmaking_button_exit;停止匹配
panel_matchmaking_found;已找到对手！
panel_matchmaking_searching;寻找势均力敌的对手中
panel_matchmaking_searching_extended;当前分段对手较少，请耐心等待匹配结果。
panel_matchmaking_selecteddeck;所选牌组：
panel_matchmaking_timeout;寻找对手超时！
panel_matchmaking_title_casual;匹配模式：标准模式
panel_matchmaking_title_pro_league;职业天梯对战
panel_matchmaking_title_ranked;匹配模式：排位赛
panel_mulligan_description;选择 1 张卡牌重抽。[{0}/{1}]
panel_mulligan_name;重新抽牌
panel_player_info_guest;未登录
panel_rewards_good_game;<b><#FFFFFF>打得不错！</color></b>您的对手<b><#FFFFFF>{0}</color></b>向您致意，您获得了一份额外奖励！
panel_rewards_level_up;升级！
panel_rewards_lvl;等级
panel_rewards_no_rewards;无奖励
panel_rewards_wins;胜场 {0}/{1}
panel_settings_button_audio;音频
panel_settings_button_cosmetic;装饰
panel_settings_button_gameplay;游戏设置
panel_settings_button_general;通用
panel_settings_button_graphics;图形
panel_settings_button_localization;本地化
panel_settings_button_network;网络
panel_settings_button_resolution;分辨率
panel_settings_button_screen;屏幕
panel_settings_category_audio;音频设置
panel_settings_category_general;通用设置
panel_settings_category_graphics;图形设置
panel_settings_category_localization;本地化设置
panel_settings_category_network;网络设置
panel_settings_category_resolution;分辨率设置
panel_settings_category_screen;屏幕设置
panel_settings_credits_button;制作名单
panel_settings_delete_account_button;删除账号
panel_settings_entry_antialiasing;抗锯齿
panel_settings_entry_antialiasing_disabled;禁用
panel_settings_entry_antialiasing_false;禁用
panel_settings_entry_antialiasing_msaa_double;MSAA 2x
panel_settings_entry_antialiasing_msaa_quadruple;MSAA 4x
panel_settings_entry_antialiasing_taa;TAA
panel_settings_entry_antialiasing_true;启用
panel_settings_entry_audio_setup;音频设置
panel_settings_entry_audio_setup_auto_detect;自动检测
panel_settings_entry_audio_setup_headphones;耳机
panel_settings_entry_audio_setup_native_speaker;内置喇叭
panel_settings_entry_auto_end_turn;若没有可进行的动作，则自动结束回合。
panel_settings_entry_auto_end_turn_false;关闭
panel_settings_entry_auto_end_turn_true;开启
panel_settings_entry_auto_show_players_names;对战时是否显示玩家名称
panel_settings_entry_auto_show_players_names_collapsenames;不显示名称
panel_settings_entry_auto_show_players_names_shownames;显示名称
panel_settings_entry_board_mode;战场和音乐选择
panel_settings_entry_board_mode_defender;显示防御方
panel_settings_entry_board_mode_mine;只显示己方
panel_settings_entry_classic_music;《巫师3》经典配乐
panel_settings_entry_classic_music_false;禁用
panel_settings_entry_classic_music_true;启用
panel_settings_entry_cross_play;跨平台游戏
panel_settings_entry_cross_play_false;禁用
panel_settings_entry_cross_play_true;启用
panel_settings_entry_display;显示
panel_settings_entry_display_overcommit_warning_popup;过牌操作提示
panel_settings_entry_display_overcommit_warning_popup_false;禁用
panel_settings_entry_display_overcommit_warning_popup_true;启用
panel_settings_entry_display_wrong_play_popup;排别能力提示
panel_settings_entry_display_wrong_play_popup_false;否
panel_settings_entry_display_wrong_play_popup_true;是
panel_settings_entry_eula;职业天梯条例
panel_settings_entry_eula_false;不接受
panel_settings_entry_eula_true;接受
panel_settings_entry_fullscreen;全屏
panel_settings_entry_fullscreen_false;禁用
panel_settings_entry_fullscreen_true;启用
panel_settings_entry_gamma;伽玛校正
panel_settings_entry_graphics_quality;图形质量
panel_settings_entry_graphics_quality_high;高
panel_settings_entry_graphics_quality_low;低
panel_settings_entry_graphics_quality_medium;中
panel_settings_entry_graphics_quality_uber;4K
panel_settings_entry_info_cross_play_false;您将不会遇到{0}网络以外的玩家。
panel_settings_entry_info_cross_play_true;您有可能遇到{0}网络以外的玩家。
panel_settings_entry_info_unfocus_mute_all;游戏窗口不在最前时关闭所有音效。
panel_settings_entry_info_unfocus_mute_none;游戏窗口不在最前时仍播放所有音效。
panel_settings_entry_info_unfocus_mute_specific;游戏窗口不在最前时关闭音乐和语音。
panel_settings_entry_localization;界面文本
panel_settings_entry_localization_de_de;Deutsch
panel_settings_entry_localization_en_us;English
panel_settings_entry_localization_es_es;Español
panel_settings_entry_localization_es_mx;Español (AL)
panel_settings_entry_localization_fr_fr;Français
panel_settings_entry_localization_it_it;Italiano
panel_settings_entry_localization_ja_jp;日本語
panel_settings_entry_localization_ko_kr;한국어
panel_settings_entry_localization_pl_pl;Polski
panel_settings_entry_localization_pt_br;Português brasileiro
panel_settings_entry_localization_ru_ru;Русский
panel_settings_entry_localization_zh_cn;简体中文
panel_settings_entry_localization_zh_cn_alt;简体中文
panel_settings_entry_localization_zh_tw;繁體中文
panel_settings_entry_music;音乐音量
panel_settings_entry_mute;全部静音
panel_settings_entry_mute_false;禁用
panel_settings_entry_mute_taunts;屏蔽对方嘲讽
panel_settings_entry_mute_taunts_false;禁用
panel_settings_entry_mute_taunts_true;启用
panel_settings_entry_mute_true;启用
panel_settings_entry_power_saving;省电模式
panel_settings_entry_power_saving_false;禁用
panel_settings_entry_power_saving_true;启用
panel_settings_entry_resolution;屏幕分辨率
panel_settings_entry_safe_area_overwrite;覆盖屏幕安全区域
panel_settings_entry_safe_area_overwrite_cutout_variant;调节异形屏或刘海屏位置
panel_settings_entry_safe_area_overwrite_cutout_variant_double_side;两侧
panel_settings_entry_safe_area_overwrite_cutout_variant_left_bottom_corner;左下角
panel_settings_entry_safe_area_overwrite_cutout_variant_left_side;左侧
panel_settings_entry_safe_area_overwrite_cutout_variant_left_top_corner;左上角
panel_settings_entry_safe_area_overwrite_cutout_variant_none;无
panel_settings_entry_safe_area_overwrite_cutout_variant_right_bottom_corner;右下角
panel_settings_entry_safe_area_overwrite_cutout_variant_right_side;右侧
panel_settings_entry_safe_area_overwrite_cutout_variant_right_top_corner;右上角
panel_settings_entry_safe_area_overwrite_false;禁用
panel_settings_entry_safe_area_overwrite_left_margin;调节左侧边界
panel_settings_entry_safe_area_overwrite_right_margin;调节右侧边界
panel_settings_entry_safe_area_overwrite_true;启用
panel_settings_entry_scale;屏幕缩放
panel_settings_entry_sfx;声效音量
panel_settings_entry_show_board_shadows;战场阴影
panel_settings_entry_show_board_shadows_false;禁用
panel_settings_entry_show_board_shadows_true;启用
