_inputshopbuymultiple;COMPRAR
arena_matchmaking_panel_match_found_text;¡Ah! ¡Esto será interesante!
arena_matchmaking_panel_searching_text;Buscando un rival digno...
arena_panel_abandon;Romper el contrato
arena_panel_abandon_confirmation_text;¿Seguro que quieres abandonar la arena? Si rompes el pacto actual, no podrás recuperarlo.
arena_panel_abandon_confirmation_title;Rompiendo el pacto
arena_panel_build_deck_cards_hint_text;En este modo, construirás un mazo usando todas las cartas disponibles. No hay restricciones de facción, por lo que es mejor elegir cartas con valor alto y que no dependan de otras.
arena_panel_build_deck_cards_hint_title;¿Qué carta debo elegir?
arena_panel_build_deck_deck_hint_text;Fuera del número total de cartas en el mazo, no hay restricciones. Usa tantas cartas doradas y plateadas como quieras.
arena_panel_build_deck_deck_hint_title;¿Hay alguna restricción para el mazo?
arena_panel_build_deck_title;Crea tu mazo
arena_panel_card_select_fail_text;Hubo un error durante la selección de cartas. Vuelve a crear tu mazo.
arena_panel_card_select_fail_title;Error en la selección de cartas
arena_panel_choose_ability_subtitle;Elige una habilidad
arena_panel_choose_leader_subtitle;Elige un líder
arena_panel_deck_build_hint_text;En este modo, construirás un mazo usando todas las cartas disponibles. No hay restricciones de facción, por lo que es mejor elegir cartas con valor alto y que no dependan de otras.
arena_panel_deck_create_fail_text;Hubo un error durante la creación del mazo. Inténtalo de nuevo.
arena_panel_deck_create_fail_title;Error al crear el mazo
arena_panel_deck_info_title;Detalles del mazo
arena_panel_encounter_info_battle_text;Las reglas del juego son las mismas de siempre: obtén más puntos que tu rival en dos rondas para llevarte la victoria.
arena_panel_encounter_info_battle_title;Reglas
arena_panel_encounter_info_losses;Derrotas
arena_panel_encounter_info_rules_text;Lucha contra las otras pobres almas que firmaron un pacto con Gaunter O'Dimm. Cuantos más oponentes derrotes, mayor será la recompensa que te espera. La partida termina cuando pierdas tres veces o ganes nueve veces.
arena_panel_encounter_info_rules_title;Reglas del pacto
arena_panel_encounter_info_wins;Victorias
arena_panel_exit;Salir
arena_panel_intro_requirements_title;Coste de participación
arena_panel_intro_requirements_title_after_closing;Nuevo modo draft próximamente
arena_panel_intro_rules_text;Lucha contra las otras pobres almas que firmaron un pacto con Gaunter O'Dim. Entre más oponentes derrotes, mayor será la recompensa que te espera. La partida termina cuando pierdas tres veces o ganes nueve encuentros.
arena_panel_intro_rules_text_after_closing;El modo Arena se cerró el 13 de octubre. Después de su clausura, recibiste 150 minerales por cada esquirla de espejo sin usar que tenías, más recompensas adicionales por cualquier recorrido de Arena sin completar. Para más detalles, visita la sección de noticias en playgwent.com
arena_panel_intro_rules_text_before_closing;Cuantos más rivales derrotes, ¡mayores serán las recompensas!\nEl recorrido de Arena se termina una vez que perdiste 3 veces o ganaste 9 veces.\nArena termina pronto™️. Para más detalles, visita la sección de noticias en playgwent.com
arena_panel_intro_rules_title;Reglas del pacto
arena_panel_intro_rules_title_after_closing;Arena se va a transformar en el modo draft
arena_panel_intro_rules_title_before_closing;Reglas del pacto (termina pronto™️)
arena_panel_intro_text;Así que estás dispuesto a jugar con mis reglas, ¿verdad? ¡Una sabia decisión! Fama, poder y grandes riquezas aguardan por ti. Solo tienes que firmar. Ah, y no te preocupes por la letra chica. No es importante.
arena_panel_intro_welcome;Te damos la bienvenida al modo Arena
arena_panel_loading_abandon_popup_text;Gaunter O'Dimm está considerando tu solicitud...
arena_panel_loading_abandon_popup_title;Rompiendo el pacto
arena_panel_loading_popup_text;Solo un par de formalismos más y podemos comenzar...
arena_panel_loading_popup_title;Firmando el pacto
arena_panel_payment_confirmation_fail_text;Hubo un error al confirmar tu pago. Revisa tu conexión e inténtalo de nuevo.
arena_panel_payment_confirmation_fail_title;Error de red
arena_panel_payment_confirmation_text;¿Seguro que quieres pagar el costo de entrada?
arena_panel_payment_confirmation_title;Costo de participación
arena_panel_preview;Previsualizar
arena_panel_select;Seleccionar
arena_panel_select_card_subtitle;Elige una carta:
arena_panel_sort_cards;Ordenar
arena_panel_ticket_consume_fail_text;No se pudo entrar a la arena. Conservas tu esquirla de espejo.
arena_panel_ticket_consume_fail_title;¡Ups! ¡Algo anda mal!
arena_panel_title;Arena
arena_popup_not_enough_gold_text;¡No tienes suficientes minerales para comprar una esquirla de espejo!
arena_popup_not_enough_gold_title;Minerales insuficientes
arena_rewards_description;Se cumplieron los términos del pacto. La recompensa es tuya. ¡Fue un placer hacer negocios contigo!
arena_rewards_description_high;Un espectáculo impresionante. ¡Muy inspirador! Creo que considerarás la recompensa más que satisfactoria.
arena_rewards_description_low;Pues debo admitir que esperaba algo más. Pero no temas, no te irás con las manos vacías.
arena_rewards_description_medium;Los términos del pacto se cumplieron y la recompensa es tuya. ¡Fue un verdadero placer hacer negocios contigo!
arena_rewards_play_again;Jugar de nuevo
arena_rewards_timeout_description;No te preocupes. No se perdió nada. Conéctate a internet y reinicia el juego. Tus recompensas deberían estar en tu cuenta.
arena_rewards_timeout_title;¡Ups! ¡Algo anda mal!
arena_rewards_title;Recompensas
arena_v2_set_wombo_combo_card_draw;Robo de cartas
arenav2_battlepicker_play;Jugar
arenav2_battlepicker_wins_counter;Victorias en draft actual
arenav2_draft_action_add;Agregar x {0}\nSe desbloquea tras {1} partidas
arenav2_draft_action_add_remove;Agregar y quitar x {0}\nSe desbloquea tras {1} partidas
arenav2_draft_actions_group_tooltip;Acciones tras partidas
arenav2_draft_choice_ability_title;Elige habilidad
arenav2_draft_choice_cardset_title;Elige conjunto
arenav2_draft_choice_corecard_title;Elige carta
arenav2_draft_choice_pick;Elige
arenav2_draft_choice_remove;Quitar
arenav2_draft_choice_stratagem_title;Elige estratagema
arenav2_draft_deck_group_tooltip;Tu mazo
arenav2_draft_error_entry_exception_description;Hubo algunos problemas con el inicio de tu draft. Prueba de nuevo o vuelve a probar pronto.
arenav2_draft_error_entry_exception_title;Probemos de nuevo
arenav2_draft_error_invalid_state_description;Hubo algún error con tu draft reciente. El nuevo debería funcionar mejor.
arenav2_draft_error_invalid_state_title;Hagamos nuevo draft
arenav2_draft_error_unknown_exception_description;Tu draft tuvo algunos incidentes. Prueba de nuevo o vuelve a probar pronto.
arenav2_draft_error_unknown_exception_title;Algún problema con tu draft
arenav2_draft_remove_cardset_title;Quitar conjunto
arenav2_draft_remove_corecard_title;Quitar carta
arenav2_error_popup_title;El draft está en estado inválido
arenav2_exitpopup_cancel;Cancelar
arenav2_exitpopup_exit;Salir
arenav2_exitpopup_exit_description;Guarda tu draft y regresa al menú principal.
arenav2_exitpopup_newdraft;Nuevo draft
arenav2_exitpopup_newdraft_description;Realiza el draft de un nuevo mazo. Tu draft actual se terminará.
arenav2_exitpopup_title;¿Salir o nuevo draft?
arenav2_force_update_popup_exit_description;Regresa al menú principal.
arenav2_force_update_popup_redraft_description;Inicia un nuevo draft con la última versión.
arenav2_force_update_popup_title;Tu draft reciente está obsoleto
arenav2_mainmenu_subtitle;Acceso anticipado
arenav2_mainmenu_title;Draft
arenav2_newdraft_disabled_tooltip;Partidas hasta desbloquear el nuevo draft: {0}
arenav2_optin_update_notification_description;¡Nueva versión de draft disponible! Puedes continuar tu draft actual, aunque la nueva versión quizá contenga actualizaciones de equilibrio o mecánicas especiales por tiempo limitado. Pronto se programará el cierre de la versión actual de draft.
arenav2_play_menu_description;Bienvenidos a Draft. Compite con los demás en este modo de juego siempre cambiante de construcción de mazos.
arenav2_play_menu_title;Draft
arenav2_show_deck_tooltip;Mostrar mazo
arenav2_summary_newdraft;Draft de nuevo
arenav2_summary_title;Resumen de draft
arenav2_summary_wins;Victorias
available_quantity;Disponible para comprar: x{0}
avatar_bran_s05_r20;Avatar de Bran Tuirseach
avatar_bran_s05_r20_additional_description;Recompensa por lograr el rango 20 en partida clasificatoria, temporada de Mahakam (febrero).
avatar_bran_s05_r20_description;Dicen que los mares que se estrellan contra las costas de Skellige se inclinarían ante un gobernante antes que sus habitantes. Y, sin embargo, se inclinaron ante Bran, quien logró unir a todos los clanes de las islas bajo su mando y los contuvo en un puño de hierro hasta el día de su muerte.
avatar_calveit_s06_r10;Avatar de Jan Calveit
avatar_calveit_s06_r10_additional_description;Recompensa por lograr el rango 10 en partida clasificatoria, temporada del Oso (marzo).
avatar_calveit_s06_r10_description;El emperador John Calveit poseía horizontes intelectuales muy amplios. Incursionó en una gran variedad de disciplinas, sobre todo medicina y astrología. Sus críticos se quejaban y decían que sus pasatiempos carecían de aplicación práctica, hasta que un día se dieron cuenta de lo equivocados que estaban...
avatar_ciri;Avatar de Ciri
avatar_ciri_additional_description;Disponible para todos.
avatar_ciri_description;Una mujer de muchos rostros. Para el público: hija del emperador Emhyr var Emreis, bruja de la Escuela del Lobo, hija de la Vieja Sangre, Dama del Espacio y el Tiempo. Para los que verdaderamente la conocen: una alborotadora rebelde que no deja pasar oportunidad de travesura alguna.
avatar_ciri_s02_r10;Avatar de Ciri (ropa Skellige)
avatar_ciri_s02_r10_additional_description;Recompensa por lograr el rango 15 en partida clasificatoria, temporada del Gato (octubre).
avatar_ciri_s02_r10_description;Una mujer de muchos rostros. Para el público: hija del emperador Emhyr var Emreis, bruja de la Escuela del Lobo, hija de la Vieja Sangre, Dama del Espacio y el Tiempo. Para los que verdaderamente la conocen: una alborotadora rebelde que no deja pasar oportunidad de travesura alguna.
avatar_ciriempress;Avatar de la Emperatriz Ciri
avatar_ciriempress_additional_description;Recompensa especial
avatar_ciriempress_description;Todos en la corte imperial nilfgaardiana se sorprendieron con la repentina abdicación del emperador. Ahora, el poder del trono recae sobre su hija legítima, Cirilla Fiona Elen Riannon.
avatar_cow;Avatar de Vaca campeona
avatar_cow_additional_description;Recompensa oculta
avatar_cow_description;La más bovina de las bovinas, más rumiante de los rumiantes, ganadora de numerosos listones azules de la Feria del condado y de Miss Simpatía, esta Vaca campeona se alimenta de una estricta dieta de grano libre de gluten y agua destilada.
avatar_dagon_s05_lvl1;Avatar de Dagon
avatar_dagon_s05_lvl1_additional_description;Recompensa por completar la temporada de Mahakam (febrero) entre los mejores 10 000 jugadores en partida clasificatoria.
avatar_dagon_s05_lvl1_description;En la oscuridad eterna del abismo yacen poderes más antiguos que los hombres y los elfos, a la espera de un momento específico, que solo ellos conocen. Cuando llegue esa hora, se despertarán y acabarán con todo el mundo. Uno de esos seres lleva el nombre de Dagon.
avatar_dandelion;Avatar de Jaskier
avatar_dandelion_additional_description;Disponible para todos.
avatar_dandelion_description;De manera oficial: Julian Alfred Pankratz, Visconde de Lettenhove. Poeta, trovador, escritor y dueño de los corazones de cientos de doncellas. De manera privada: querido amigo del brujo Geralt de Rivia con un talento extraordinario para meterse en problemas.
avatar_dandelion_s01_r15;Avatar de Jaskier (Witcher 2)
avatar_dandelion_s01_r15_additional_description;Recompensa por lograr el rango 15 en partida clasificatoria, temporada del Amor (febrero).
avatar_dandelion_s01_r15_description;De manera oficial: Julian Alfred Pankratz, Visconde de Lettenhove. Poeta, trovador, escritor y dueño de los corazones de cientos de doncellas. De manera privada: querido amigo del brujo Geralt de Rivia con un talento extraordinario para meterse en problemas.
avatar_eredin_s03_r20;Avatar de Eredin (sin yelmo)
avatar_eredin_s03_r20_additional_description;Recompensa por lograr el rango 15 en partida clasificatoria, temporada de la Cacería Salvaje (diciembre).
avatar_eredin_s03_r20_description;Rey de la Cacería Salvaje y usurpador del trono de Tir ná Lia. Asesinó al rey anterior de los Aen Elle, convencido de que el antiguo gobernante no estaba preparado para enfrentar la amenaza del Frío Blanco. Eredin es despiadado y hará cualquier cosa para salvar a su gente.
avatar_eredinghost;Avatar de Eredin (rey de la Cacería Salvaje)
avatar_eredinghost_additional_description;Recompensa especial
avatar_eredinghost_description;A la cabeza del desfile cabalgaba el Rey de la Cacería. Un yelmo comido por el óxido se mecía sobre una máscara con apariencia de cráneo, con llamas azules iluminando sus enormes cuencas.
