_inputshopbuymultiple;KAUFEN
input_collection_toggle_filter;Filter wechseln
input_combat_introduction_back;Zurück
input_combat_introduction_continue;Schlacht beginnen
input_console_backspace;Placeholder
input_console_clear;Placeholder
input_console_close;Placeholder
input_console_move_carret;Placeholder
input_console_navigate_history;Placeholder
input_console_open;Placeholder
input_console_open_close;Placeholder
input_console_open_keyboard;Placeholder
input_console_scroll;Placeholder
input_console_send_command;Placeholder
input_console_spacebar;Placeholder
input_console_suggest_command;Placeholder
input_content_dragging_start;Placeholder
input_content_dragging_stop;Placeholder
input_content_scrolled_by_wheel;Placeholder
input_continue;Fortfahren
input_continue_loading;Fortfahren
input_create_deck;Deck erstellen
input_credits_back;Rückwärts
input_credits_exit;Schließen
input_credits_forward;Vorwärts
input_credits_pause;Pause
input_crossplay_cancel;Abbrechen
input_crossplay_continue;Fortfahren
input_crossplay_toggle;Rangliste umschalten
input_deck_builder_jump;Bereich wechseln
input_deck_builder_quit;Verlassen
input_deck_create_select_leader;Auswählen
input_deck_editing_confirmation_accept;Speichern
input_deck_editing_confirmation_cancel;Zurück
input_deck_editing_confirmation_edit_deck_name;Namen bearbeiten
input_deck_editing_confirmation_quit_without_save;Ohne Übernehmen verlassen
input_deck_editing_edit_name;Namen bearbeiten
input_deck_editing_transaction_drag_end;Placeholder
input_deck_editing_transaction_drag_update;Placeholder
input_deck_editor_close_filters;Filter schließen
input_deck_editor_collection_scroll_by_stick;Placeholder
input_deck_editor_open_filters;Filter
input_deck_editor_reset_filters;Filter zurücksetzen
input_deck_editor_toggle_filter;Filter wechseln
input_deck_options;Optionen
input_delete_deck;Löschen
input_dialog_accept;Annehmen
input_dialog_continue;Fortfahren
input_discard;Verwerfen
input_display_card_details;Details anzeigen
input_dont_choose_current_card;Auswahl aufheben
input_edit_deck;Deck bearbeiten
input_end_draging_collection;Placeholder
input_end_return_card_to_collection_card_drag;Placeholder
input_exit_shop;Zurück
input_exit_swap;Ansicht umschalten
input_exploration_cancel;Placeholder
input_exploration_dialog_menu_down;Ab
input_exploration_dialog_menu_up;Auf
input_exploration_enter_deck_building;Deckschmiede öffnen
input_exploration_interact;Interagieren
input_exploration_leave;Verlassen
input_exploration_navigate_down;Ab
input_exploration_navigate_left;Links
input_exploration_navigate_left_right_stop;Placeholder
input_exploration_navigate_right;Rechts
input_exploration_navigate_up;Auf
input_exploration_navigate_up_down_stop;Placeholder
input_exploration_navigation_mouse_click;Placeholder
input_exploration_navigation_mouse_press;Placeholder
input_exploration_navigation_mouse_press_end;Placeholder
input_exploration_special_action;Placeholder
input_free_camera_center;Placeholder
input_free_camera_change_camera;Placeholder
input_free_camera_change_color;Placeholder
input_free_camera_change_shader;Placeholder
input_free_camera_change_speed;Placeholder
input_free_camera_close;Placeholder
input_free_camera_get_info;Placeholder
input_free_camera_navigate;Placeholder
input_free_camera_rotate;Placeholder
input_game_over_back_to_menu;Zurück
input_game_over_load_save;Placeholder
input_gems_buy_multiple_desc;Mit Meteoritenstaub kannst du Karten, die du besitzt, zu ihren Premium-Versionen transmutieren. Die Premium-Version einer Karte erhält Animationen und zusätzliche Effekte.
input_gems_buy_multiple_desc_sieja;Mit Meteoritenstaub kannst du Karten in deiner Sammlung zu ihren Premium-Versionen transmutieren. Die Premium-Version einer Karte erhält Animationen und zusätzliche Effekte. Meteoritenstaub, den du kaufst, verfällt nach 6 Monaten Echtzeit. Gib ihn also unbedingt in diesem Zeitraum aus!
input_gems_buy_multiple_title;METEORITENSTAUB KAUFEN
input_gems_buying_success;Deinem Konto wurde Meteoritenstaub hinzugefügt.
input_gems_confirm_purchase_title;METEORITENSTAUB KAUFEN
input_go_first_ignore;Ignorieren
input_go_first_opponent;GEGNER
input_go_first_player;ICH
input_gog_required_confirm;Annehmen
input_hide_forfeit_window;Kapitulieren
input_history_card_down;Placeholder
input_history_card_up;Placeholder
input_history_in;Placeholder
input_history_off;Schließen
input_history_on;Ausgespielte Karten
input_history_out;Placeholder
input_history_start_draging;Placeholder
input_history_stop_draging;Placeholder
input_history_update_draging;Placeholder
input_key_hold_skip;Überspringen
input_leaderboards_close;Verlassen
input_leaderboards_mouse_scroll;Placeholder
input_leaderboards_next_page;Bild nach unten
input_leaderboards_next_page_continous;Placeholder
input_leaderboards_prev_page;Bild nach oben
input_leaderboards_prev_page_continous;Placeholder
input_leaderboards_top_player;Spitzenspieler
input_main_menu_change_section_left;Placeholder
input_main_menu_change_section_right;Placeholder
input_main_menu_logout;Abmelden
input_main_menu_quit;Verlassen
input_main_menu_select;Auswählen
input_main_menu_snow_command;Placeholder
input_mouse_navigation;Placeholder
input_mouse_navigation_transaction;Placeholder
input_move_card_back_to_deck;Karte auf die Hand nehmen
input_move_card_to_collection;Entfernen
input_move_card_to_deck;Karte in das Deck verschieben
input_move_card_to_transaction;Auswählen
input_move_card_to_transaction_from_carousel;Karte auswählen
input_move_card_to_transaction_mouse;Auswählen
input_move_previewed_card_to_transaction;Karte auswählen
input_mulligan_card;Karte neu ziehen
input_mulligan_click_on_card;Karte auswählen
input_mulligan_double_click_on_card;Placeholder
input_mulligan_mouse_moved;Placeholder
input_navigate_in_game_scoial_down;Placeholder
input_navigate_in_game_scoial_left;Placeholder
input_navigate_in_game_scoial_right;Placeholder
input_navigate_in_game_scoial_up;Placeholder
input_navigate_menu_down;Ab
input_navigate_menu_down_continuous;Placeholder
input_navigate_menu_left;Links
input_navigate_menu_left_continuous;Placeholder
input_navigate_menu_right;Rechts
input_navigate_menu_right_continuous;Placeholder
input_navigate_menu_up;Auf
input_navigate_menu_up_continuous;Placeholder
input_navigate_scrollbar_down;SCROLLEN
input_navigate_scrollbar_left;Placeholder
input_navigate_scrollbar_right;Placeholder
input_navigate_scrollbar_up;Placeholder
input_navigate_settings_category_down;Ab
input_navigate_settings_category_left;Links
input_navigate_settings_category_right;Rechts
input_navigate_settings_category_up;Auf
input_navigate_settings_down;Ab
input_navigate_settings_left;Links
input_navigate_settings_right;Rechts
input_navigate_settings_up;Auf
input_navigate_to_location_down;Nach unten
input_navigate_to_location_left;Nach links
input_navigate_to_location_right;Nach rechts
input_navigate_to_location_up;Nach oben
input_next_cards_filter;Nächster Filter
input_next_filter;Placeholder
input_next_season_reward;Weiter
input_next_social_window;Placeholder
input_no_cancel;Nein, Abbrechen
input_open_card_pack;Fass öffnen
input_open_profile_panel;Placeholder
input_open_replay_window;Placeholder
input_open_shop;Öffnen
input_order;Befehl
input_pass_mouse_down;Placeholder
input_pass_mouse_up;Placeholder
input_pass_turn;[HALTEN] Passen
input_pass_turn_pressed;[HALTEN] Passen
input_pass_turn_released;[HALTEN] Passen
input_play_card_on_preview_board;Karte hinzufügen
input_play_card_on_preview_board_transaction_drag_start;Placeholder
input_play_with_this_deck;Mit diesem Deck spielen
input_popup_edit_deck_name_accept;Annehmen
input_popup_edit_deck_name_cancel;Abbrechen
input_popup_edit_deck_name_edit_name;Bearbeiten
input_popup_edit_deck_name_set_default;Standardnamen festlegen
input_preview;Mehr Informationen
input_preview_current_location;Vorschau
input_preview_drag_end;Placeholder
input_preview_drag_start;Placeholder
input_preview_drag_update;Placeholder
input_preview_history_card;Placeholder
input_preview_mouse_moved;Placeholder
input_preview_single_card;Vorschau
input_previous_cards_filter;Vorheriger Filter
input_previous_filter;Placeholder
input_previous_social_window;Placeholder
input_quit_revealed_cards_screen;Zurück
input_quit_settings_popup;Nein
input_rename_deck;Umbenennen
input_rename_deck_placeholder;Benenne dein Deck um …
input_reset_settings;Zurücksetzen
input_retry_login;Wiederholen
input_reward_screen_rotate_card_down;Placeholder
input_reward_screen_rotate_card_left;Placeholder
input_reward_screen_rotate_card_right;Placeholder
input_reward_screen_rotate_card_up;Placeholder
input_rewards_preview_current_player;POSITION ANZEIGEN
input_rollback_and_back_to_deck_picker;Abbrechen
input_rotate_card_down;Placeholder
input_rotate_card_left;Placeholder
input_rotate_card_right;Placeholder
input_rotate_card_up;Placeholder
input_save_deck_and_back_to_d_p;Deck speichern und schließen
input_save_replay;Placeholder
input_save_settings;Anwenden
input_save_settings_popup;Ja
input_scroll_left;Placeholder
input_scroll_right;Placeholder
input_secondary_action_simple_popup;Placeholder
input_select;Auswählen
input_select_deck_for_play;Deck wechseln
input_select_next_replay;Placeholder
input_select_previous_replay;Placeholder
input_select_ranked_platform;Placeholder
input_select_settings_category;Auswählen
input_send_good_game;"Gutes Spiel" senden
input_share_deck;Deck teilen
input_show_basic_taunts;Verspottungen
input_show_forfeit_window;Abbrechen
input_show_taunts;Verspottungen
input_sign_in;Loslegen
input_skip;Überspringen
input_skip_current_outcome;Überspringen
input_skip_cutscene;ÜBERSPRINGEN
input_skip_training;Training überspringen
input_start_draging_collection;Placeholder
input_start_move_card_back_to_deck;Karte in das Deck verschieben
input_start_move_card_to_collection;Karte entfernen
input_start_replay;Placeholder
input_start_return_card_to_collection_card_drag;Placeholder
input_stop_move_card_back_to_deck;Karte in das Deck verschieben
input_stop_move_card_to_collection;Karte entfernen
input_stops_navigating_in_location_down;Placeholder
input_stops_navigating_in_location_left;Placeholder
input_stops_navigating_in_location_left_in_deck_picker;Placeholder
input_stops_navigating_in_location_right;Placeholder
input_stops_navigating_in_location_right_in_deck_picker;Placeholder
input_stops_navigating_in_location_up;Placeholder
input_swap;Karten tauschen
input_switch_pro_league;Placeholder
input_switch_replay_spectator_mode;Placeholder
input_taunt_mute_opponent;Gegner stummschalten
input_taunt_navigate;Placeholder
input_taunt_navigate_down;Placeholder
input_taunt_navigate_left;Placeholder
input_taunt_navigate_right;Placeholder
input_taunt_navigate_up;Placeholder
input_taunt_open_close_via_click;Placeholder
input_taunt_unmute_opponent;Stummschaltung aufheben
input_temporary_social_accept;Placeholder
input_temporary_social_panel_back;ZURÜCK
input_temporary_starter_pack_back;Placeholder
input_toggle_history;Placeholder
input_toggle_in_game_social_features;Placeholder
input_toggle_practice_opponent;GEGNER WECHSELN
input_toggle_say_auto_mode;Placeholder
input_transaction_click;Spielen
input_transaction_click_db;Hinzufügen
input_transaction_drag_end;Placeholder
input_transaction_drag_start;Placeholder
input_transaction_drag_update;Placeholder
input_try_again;Erneut versuchen
input_tutorial_continue;Fortfahren
input_tutorial_show_forfeit_window;Tutorial beenden
input_update_draging_collection;Placeholder
input_update_return_card_to_collection_card_drag;Placeholder
input_yes_skip;Ja, überspringen
input_zoom_location;Friedhof
inreface_challenge_ue_desc;Wähle deine Fraktionen
interface_allgod_dialog_0;Ha! Sehr gut. Los, bring mir mehr! MEHR!
interface_allgod_dialog_1;*Husten* Unerhört! Willst du den großen Allgott vergiften?! Mal sehen, wie dir Fußpilz schmeckt!
interface_allgod_dialog_2;Habe ich nicht klar und deutlich Wildschweinbraten mit Knoblauch und Honig verlangt?! Bis du das änderst, soll deine Sippe die Skorbut ereilen!
interface_allgod_dialog_3;Ich hatte vier Fässer Weizenbier verlangt, verdammt noch mal, VIER! In deinem Brunnen wird Gift schwimmen!
interface_allgod_dialog_4;Ein läppischer Tribut! Du wirst meinen göttlichen Zorn spüren, Sterblicher!
interface_allgod_dialog_5;Das reicht nicht! Wenn du das nicht in einer Stunde verdoppelst, schicke ich eine Heuschreckenplage!
interface_allgod_dialog_6;Ein jämmerlicher Tribut! Sollen deine Kinder ohne Nase geboren werden!
interface_allgod_dialog_7;Wirklich köstlich! Aber wo bleibt der Wein? Der Durst dieses Gottes muss sofort gestillt werden!
interface_allgod_dialog_8;Ist das der Dank für meine vielen Segen? Pah! Bring mir nächstes Mal noch eine Ladung Hammelfleisch, wenn du eine Flut verhindern willst!
interface_allgod_dialog_9;Du WAGST es, Forderungen zu stellen?! Sollen Ghule dein Dorf heimsuchen!
interface_and_operation_string;{0} & {1}
interface_anniversary_event_desc;Entdecke Gwent, schließe diese Aufträge ab und erweitere deine Sammlung während der Geburtstagsfeier.
interface_card_choice_0;Wähle eine Karte.
interface_card_choice_1;Wähle eine Karte zum Ausspielen aus.
interface_card_choice_2;Wähle eine Karte zum Verschieben aus.
interface_card_choice_3;Wähle eine Karte zum Verwerfen aus.
interface_card_choice_4;Wähle eine Karte zum Zurücklegen ins Deck aus.
interface_card_choice_5;Wähle eine Karte zum Ziehen aus.
interface_card_choice_6;Wähle eine Karte zum Generieren aus.
interface_card_choice_7;Wähle eine Karte zum Kopieren aus.
interface_card_choice_8;Wähle eine Karte zum Enthüllen aus.
interface_card_choice_opponent;Gegner wählt aus
interface_challenge_6100_abilities_subtitle;Beweise deine Macht mit den brandneuen Fähigkeiten des Jahrs der Werratte
interface_challenge_6100_abilities_title;Fähigkeiten-Herausforderung zum Jahr der Werratte
interface_challenge_acknowledge_button;Nächster Seite helfen
interface_challenge_arena_event;Arena-Event
interface_challenge_arena_event_desc;Der Sieger der Herausforderung schaltet einen fraktionsspezifischen besonderen Arenamodus frei.
interface_challenge_arena_event_title;Arena-Event
interface_challenge_arena_results;Ein neuer besonderer Arenamodus wird für die Arena freigeschaltet.
interface_challenge_available_description;Liebespaare zusammenbringen
interface_challenge_bards_side;Barden
interface_challenge_belleteyn_ornaments_desc;Belleteyn-Verzierungen, die vom Sieger der Herausforderung abhängen, werden im Laden mit Rabatt angeboten.
interface_challenge_c_rewards_title;Herausforderungs-Sieger
interface_challenge_choose_button;Auswählen
interface_challenge_christmas_santa_won;Santa Crach gewonnen!
interface_challenge_christmas_subtitle;Wähle deine Seite!
interface_challenge_christmas_title;Yule-Herausforderung
interface_challenge_christmas_wraith_won;Erscheinung der Weihnacht gewonnen!
interface_challenge_confirmation;Bist du dir sicher? Für die Dauer dieser Herausforderung unterstützt du diese Seite.
interface_challenge_continue_event;Das Event fortsetzen
interface_challenge_day_shortcut;{0} d
interface_challenge_ep5_1_title;Gaunters Ultimative Herausforderung: Phase 1
interface_challenge_ep5_2_title;Gaunters Ultimative Herausforderung: Phase 2
interface_challenge_ep5_3_title;Gaunters Ultimative Herausforderung: Phase 3
interface_challenge_ep5_4_title;Gaunters Ultimative Herausforderung: Phase 4
interface_challenge_ep5_5_title;Gaunters Ultimative Herausforderung: Phase 5
