beginner_loading_screen_hint_26;Informações adicionais sobre as palavras-chave podem ser encontradas na grande prévia de uma carta.
beginner_loading_screen_hint_27;Não se preocupe se você perder no começo — é preciso praticar para dominar um baralho!
beginner_loading_screen_hint_28;Gwent é um jogo de habilidade. Seja paciente, cuidadoso e conquiste a vitória!
beginner_loading_screen_hint_29;Durante uma temporada, não é possível perder um Ranking!
beginner_loading_screen_hint_3;Não se esqueça de usar seu líder!
beginner_loading_screen_hint_4;Após usar uma habilidade de ordem, você não pode passar o turno.
beginner_loading_screen_hint_5;Não invista mais do que o necessário nas primeiras rodadas.
beginner_loading_screen_hint_6;Fique de olho na contagem de cartas — a vantagem de cartas muitas vezes ganha os jogos.
beginner_loading_screen_hint_7;Os monstro usam enxames e consumismo para prevalecer.
beginner_loading_screen_hint_8;Os Reinos do Norte podem crescer para fora do controle se negligenciados.
beginner_loading_screen_hint_9;Os nilfgaardianos são conhecidos por usar a sua força contra você mesmo!
best_offer;MELHOR PREÇO
beta_participation_kegs_amount_reward;Recompensa pela participação no Beta fechado:
black_sun_seasonal_mode_desc;Enfileire com uma facção de sua escolha — seu baralho será substituído por um baralho pré-concebido para a mesma facção, com cartas da nova expansão!
black_sun_seasonal_mode_title;A provação de fogo
board_end_round;TERMINAR RODADA
board_end_turn;Encerrar turno
board_pass;Passar
booth_block_game_text;Agradecemos por você tirar um tempo para jogar GWENT! Esperamos que sua experiência com o nosso trabalho em desenvolvimento tenha sido divertida. Se quiser testar a próxima versão do jogo, se inscreva para o Beta público e fique de olho para mais informações. Obrigado e tenha um ótimo dia!
booth_block_game_title;Obrigado por jogar!
border_arena_description;Recompensa por concluir uma série na Arena com, pelo menos, 3 vitórias.
border_arena_title;Borda Senhor Espelho
border_monster_challenge_description;Recompensa especial
border_monster_challenge_title;Borda Demônio
border_monster_challenge1_description;Recompensa especial.
border_monster_challenge1_title;Borda Fera
border_nilfgaard_challenge_description;Recompensa especial
border_nilfgaard_challenge_title;Borda Nilfgaard
border_nilfgaard_challenge1_description;Recompensa especial.
border_nilfgaard_challenge1_title;Borda Cavaleiro Negro
border_northern_challenge_description;Recompensa especial
border_northern_challenge_title;Borda Rei do Norte
border_northern_challenge1_description;Recompensa especial
border_northern_challenge1_title;Borda Reinos do Norte
border_scoiatael_challenge_description;Recompensa especial
border_scoiatael_challenge_title;Borda Esquilos
border_scoiatael_challenge1_description;Recompensa especial
border_scoiatael_challenge1_title;Borda Scoia'tael
border_skellige_challenge_description;Recompensa especial
border_skellige_challenge_title;Borda Corsário
border_skellige_challenge1_description;Recompensa especial
border_skellige_challenge1_title;Borda Skellige
borders_section;Bordas
bottom_player_forfeited;Fim de jogo! O jogador Azul desistiu.
bottom_player_name;Azul
bronze;Bronze
calculating_your_rank;Calculando o seu ranking...
campaign_app_unavailable;Campanha de um jogador indisponível
cancel_arena_matchmaking;Parar busca
cancelled;Sua transação foi cancelada
cancelled_title;Transação cancelada
card_allegiance_disloyal;Desleal
card_allegiance_loyal;Leal
card_artist_created;Criada por:
card_artist_illustration;Ilustração por:
card_category_aedirn;Aedirn
card_category_alchemy;Alquimia
card_category_ambush;Emboscada
card_category_an_craite;An Craite
card_category_banish_in_graveyard;Condenado
card_category_bear;Urso
card_category_beast;Fera
card_category_blitz;Blitz
card_category_blue_stripes;Listras Azuis
card_category_boon;Dádiva
card_category_breedable;Procriável
card_category_brokvar;Brokvar
card_category_cintra;Cintra
card_category_construct;Construto
card_category_cursed_one;Amaldiçoado
card_category_devourer;Devorador
card_category_dimun;Dimun
card_category_double_agent;Agente Duplo
card_category_draconid;Draconídeo
card_category_dragon;Dragão
card_category_drummond;Drummond
card_category_dryad;Dríade
card_category_dwarf;Anão
card_category_elf;Elfo
card_category_harpy;Harpia
card_category_hazard;Perigo
card_category_heymaey;Heymaey
card_category_insectoid;Insectoide
card_category_kaedwen;Kaedwen
card_category_leader;Líder
card_category_mage;Mago
card_category_medic;Médico
card_category_necrophage;Necrófago
card_category_non_decoyable;Teimoso
card_category_non_medicable;Morte cabal
card_category_officer;Oficial
card_category_ogroid;Ogroide
card_category_organic;Orgânico
card_category_peasant;Camponês
card_category_potion;Poção
card_category_redania;Redânia
card_category_regressing;Regressão
card_category_relict;Relicto
card_category_shapeshifter;Metamorfo
card_category_soldier;Soldado
card_category_special;Especial
card_category_specter;Espectro
card_category_spell;Feitiço
card_category_spy;Agente
card_category_support;Suporte
card_category_svalblod;Svalblod
card_category_tactic;Tática
card_category_temeria;Teméria
card_category_tordarroch;Tordarroch
card_category_tuirseach;Tuirseach
card_category_vampire;Vampiro
card_category_vodyanoi;Vodyanoi
card_category_war_machine;Máquina
card_category_weather;Perigo
card_category_wild_hunt;Caçada Selvagem
card_category_witcher;Bruxo
card_count;Cartas: {0}
card_faction_tooltip;HABILIDADE DA FACÇÃO
card_group_bronze;Bronze
card_group_gold;Ouro
card_group_leader;Líder
card_group_silver;Prata
card_group_special;Especial
card_group_unknown;Desconhecido
card_pack_open_no_valid_cards;Sem cartas válidas, entre em contato com o suporte técnico.
card_premium;Premium
card_range;Alcance
card_rarity_common;Comum
card_rarity_epic;Épica
card_rarity_legendary;Lendária
card_rarity_rare;Rara
card_scraps_currency;Restos
card_strength;Poder
card_type_all;Qualquer fileira
card_type_melee;Corpo a corpo
card_type_ranged;Longa distância
card_type_siege;Cerco
carousel_mystery_card;Carta Misteriosa
challenge_faction_1;Reinos do Norte
challenge_faction_1_leader_1_desc;Radovid, o Inflexível, Quinto de Seu Nome, Rei da Redânia, foi uma figura polêmica. Alguns o consideravam um estrategista brilhante e general soberbo. Outros, um louco sanguinário e paranoico. A verdade, como de costume, está entre os dois extremos.
challenge_faction_1_leader_1_match_1;Pele de Aço
challenge_faction_1_leader_1_match_1_desc;Radovid costumava dizer que o soldado é tão forte quanto o peitoral de sua armadura. No fim das contas, nem o melhor espadachim consegue mudar os rumos da batalha se for morto por uma flecha perdida ou por um simples golpe que o acertar por acaso. Era por isso que Radovid nunca poupava dinheiro para os mestres quarteleiros da infantaria comprarem armaduras robustas.
challenge_faction_1_leader_1_match_1_strategy;Harald causa muito dano. Reforce suas unidades para elas não serem destruídas.
challenge_faction_1_leader_1_match_1_strategy_2;Radovid pode ajudar você a eliminar Guerreiros de Machado do Clã.
challenge_faction_1_leader_1_match_2;Vantagem Numérica
challenge_faction_1_leader_1_match_2_desc;Soldados humanos não são fortes como anões nem ágeis como elfos. Mas eles têm uma vantagem clara sobre as duas raças ancestrais: seu número. Reúna uma multidão de humanos, coloque espadas em suas mãos e um comandante aceitável na frente... e nada poderá detê-los.
challenge_faction_1_leader_1_match_2_strategy;Cuidado com Francesca. Ela pode comprar qualquer carta que ela quiser a qualquer momento.
challenge_faction_1_leader_1_match_2_strategy_2;Use Radovid para lidar com unidades resilientes, como Defensores de Mahakam.
challenge_faction_1_leader_1_match_3;Morte Galopante
challenge_faction_1_leader_1_match_3_desc;Radovid disse a seguinte frase célebre: não há problema que não possa ser resolvido por um ataque galante de cavalaria pesada. Alguns duvidam desta afirmação. Essas pessoas obviamente nunca viram cavaleiros redanianos em ação.
challenge_faction_1_leader_1_match_3_strategy;Dagon pode fazer surgir um perigo a qualquer momento, então lembre-se de ter Raiar do Dia.
challenge_faction_1_leader_1_match_3_strategy_2;Radovid pode acabar com Antigos Nevolosos e Barbegazis.
challenge_faction_1_leader_1_title;Radovid
challenge_faction_1_leader_2_desc;O rei Henselt era atrapalhado na dança e enrolava a língua em salões da corte. Mas no campo de batalha, ele se movia de forma tão ágil quanto um peixe n'água. Ele conhecia seus soldados da infantaria pelo nome e podia enunciar o alcance de cada uma das catapultas com precisão de uma polegada.
challenge_faction_1_leader_2_match_1;Exército de Madeira
challenge_faction_1_leader_2_match_1_desc;Henselt amava suas máquinas de guerra. Ele andava por entre suas catapultas como um pai orgulhoso, acariciando docemente cada balista e trabuco. Ele mantinha uma reserva de dezenas desses equipamentos – e construía mais sempre que podia.
challenge_faction_1_leader_2_match_1_strategy;Cuidado com Calveit. Ele pode pegar uma carta a mais do baralho dele a qualquer momento.
challenge_faction_1_leader_2_match_1_strategy_2;Henselt pode colocar no tabuleiro todas as cópias de certos aliados do seu baralho. Use-o para ganhar rapidamente uma vantagem decisiva.
challenge_faction_1_leader_2_match_2;Lado a Lado
challenge_faction_1_leader_2_match_2_desc;Henselt costumava dizer que duas cabeças são melhores do que uma, e três são ainda melhores. Assim, ele sempre mandava suas tropas marcharem para a batalha em trios de soldados que lutavam lado a lado. Seus generais encaravam essa estratégia com ceticismo... mas mudaram de opinião ao ver os resultados.
challenge_faction_1_leader_2_match_2_strategy;Bran pode rapidamente encher sua pilha de descarte com unidades. Cuidado, pois muitas habilidades de Skellige interagem com os mortos.
challenge_faction_1_leader_2_match_2_strategy_2;Henselt pode colocar no tabuleiro todas as cópias de certos aliados do seu baralho. Use-o para ganhar rapidamente uma vantagem decisiva.
challenge_faction_1_leader_2_match_3;Listras Azuis
challenge_faction_1_leader_2_match_3_desc;Quando o rei Foltest respondeu ao pedido de ajuda de Henselt com vinte soldados rasos usando uniformes listrados, Henselt ficou furioso. Que diferença eles poderiam fazer...? Bem. Como se viu, fizeram uma diferença enorme.
challenge_faction_1_leader_2_match_3_strategy;Cuidado com Radovid. Ele tentará eliminar qualquer unidade sua que tenha habilidades passivas poderosas.
challenge_faction_1_leader_2_match_3_strategy_2;Henselt pode colocar no tabuleiro todas as cópias de certos aliados do seu baralho. Use-o para ganhar rapidamente uma vantagem decisiva.
challenge_faction_1_leader_2_title;Henselt
challenge_faction_2;Skellige
challenge_faction_2_leader_1_desc;Como guerreiro, Harald era absurdamente pouco notável. E então, um urso destroçou a perna dele e o osso se curou torto. Depois disso, cada passo causava a ele uma dor agonizante... e ele passou a lutar melhor que antes. Ele alegou que a garra do sofrimento constante se afiou de modo imbatível.
challenge_faction_2_leader_1_match_1;Experiente em Dor
challenge_faction_2_leader_1_match_1_desc;Harald viveu a vida inteira sofrendo uma dor lancinante e isso o tornou um especialista no assunto. Essa especialidade se estendeu ao conhecimento de como infligir dor aos outros, com a descoberta de onde atacar de modo a causar o maior sofrimento possível e invocar os gritos mais angustiantes. Logo, os inimigos dele começaram a baixar as armas ao ouvirem o seu nome.
challenge_faction_2_leader_1_match_1_strategy;Voorhis pode revelar cartas na sua mão, ganhando informações valiosas. Além disso, muitas das unidades dele se beneficiam com cada carta revelada.
challenge_faction_2_leader_1_match_1_strategy_2;Harald pode causar muito dano aos seus inimigos. Combine isso com as habilidades de suas unidades para derrotar seu oponente.
challenge_faction_2_leader_1_match_2;Fúria de Batalha
challenge_faction_2_leader_1_match_2_desc;Cadetes da academia dos oficiais de Nilfgaard são treinados com a seguinte regra: só ataque um Skellige se estiver confiante de que o seu golpe vai matar. Se ele só for ferir... você logo vai se arrepender.
challenge_faction_2_leader_1_match_2_strategy;Eithné e suas unidades focam no uso de cartas especiais. Destrua as unidades dela para deter essa estratégia.
challenge_faction_2_leader_1_match_2_strategy_2;Harald pode causar muito dano aos seus inimigos. Combine isso com as habilidades de suas unidades para derrotar seu oponente.
challenge_faction_2_leader_1_match_3;Sede de Sangue
challenge_faction_2_leader_1_match_3_desc;O pilar do exército de Harald consistia em guerreiros de machado do clã Tuirseach. Esses guerreiros adoravam banhos de sangue, se tornando maiores, mais fortes e mais resilientes a cada inimigo que eliminavam. Os oponentes de Harald sabiam que precisavam incapacitar os guerreiros de machado no início da batalha – ou morreriam nas mãos deles.
