_inputshopbuymultiple;ACHETER
faction_scoiatael_1_desc_text;Grâce à la capacité <color=#ef7070><link=symbiosis>Symbiose</link></color> du <color=#ef7070><link=20016500>Don de la nature</link></color>, chaque fois que vous jouez une carte spéciale appartenant à la catégorie <color=#ef7070><link=nature>Nature</link></color>, comme la <color=#ef7070><link=20226900>Caresse de dryade</link></color>, vous générez sur le plateau un Sylvain ayant une force de 1. La force des <color=#ef7070><link=20268300>Sylvains</link></color> que vous créez augmente de 1 point par unité possédant <color=#ef7070><link=symbiosis>Symbiose</link></color> que vous contrôlez.
faction_scoiatael_2_desc_name;Amélioration dans la main
faction_scoiatael_2_desc_text;Jouez des cartes comme le <color=#ef7070><link=20267700>Cercle de la vie</link></color> en début de manche pour améliorer une unité aléatoire des Scoia'tael dans votre main avant de la jouer. Avec cette carte spéciale, si vous parvenez à tuer l'unité que vous endommagez, l'effet <color=#ef7070><link=deathblow>Coup mortel</link></color> vous permettra de choisir l'unité qui sera améliorée.
faction_scoiatael_description;Utilisez le pouvoir de la nature pour développer votre armée et défendre vos forêts contre les envahisseurs.
faction_scoiatael_name;Scoia'tael
faction_select_deck_button;Sélectionner le jeu
faction_select_popup_warning;Confirmez-vous ? Vous déverrouillerez bientôt d'autres jeux.
faction_skellige_0_desc_name;Fureur patricide
faction_skellige_0_desc_text;Utilisez la <color=#ef7070><link=20211901>Fureur patricide</link></color> pour déchaîner <color=#ef7070><link=20218200>Arnjolf le Parricide</link></color>. Cela vous conférera une unité avec une force de 11, en plus de placer 3 Sirènes endommagées du côté adverse, ce qui vous permettra de gagner encore plus de points grâce à des cartes comme <color=#ef7070><link=15210600>Lugos le Dingue</link></color>. Cette capacité peut aussi vous servir à remplir une ligne de l'adversaire pour l'empêcher d'y jouer plus de cartes.
faction_skellige_1_desc_name;Vétéran
faction_skellige_1_desc_text;Les guerriers de Skellige gagnent en force au fil de la bataille. À chaque manche, la force initiale des cartes possédant l'attribut <color=#ef7070><link=veteran>Vétéran</link></color> augmente de 1 point, ce qui rend des unités comme <color=#ef7070><link=20262300>Tuirseach : envahisseuse</link></color> encore meilleures dans les deuxième et troisième manches.
faction_skellige_2_desc_name;Soif de sang
faction_skellige_2_desc_text;L'unité <color=#ef7070><link=20262400>An Craite : attaquant</link></color> vous permet d'infliger 2 points de dégâts à une unité de votre choix au tour suivant celui où vous l'avez jouée. Sa condition de <color=#ef7070><link=bloodthirst>Soif de sang</link></color> vous permet d'infliger ces dégâts immédiatement après l'avoir jouée grâce à la capacité <color=#ef7070><link=zeal>Zéle</link></color>, mais seulement si votre adversaire a au moins 3 unités endommagées.
faction_skellige_description;Canalisez la rage de l'archipel pour vous assurer force et gloire.
faction_skellige_name;Skellige
faction_syndicate_name;Syndicat
failed_content_text;Oups ! Impossible d'afficher ce contenu. Veuillez réessayer plus tard.
failed_download_patch_notes_description;Désolés,  nous ne sommes pas en mesure d'afficher les notes de mise à jour pour cette version du jeu. Merci de réessayer plus tard !
failed_download_patch_notes_title;Impossible d'afficher les notes de mise à jour
fatigue_warning_title;N/A
filter_card_type_label;Type de carte
filter_expansion_all;Toutes
filter_expansion_crimson_curse;Crimson Curse
filter_expansion_ep3;Iron Judgment
filter_expansion_ep4;Merchants of Ofir
filter_expansion_ep5;Master Mirror
filter_expansion_ep6;Way of the Witcher
filter_expansion_ep7;Price of Power
filter_expansion_ep8;Crapaud maudit
filter_expansion_ep9;Uroboros
filter_expansion_homecoming;Cartes de base
filter_expansion_label;Ensemble de cartes
filter_expansion_novigrad;Novigrad
filter_expansion_tb;Thronebreaker
filter_expansion_unmillable;Cartes de démarrage
filter_faction_all;Toutes
filter_faction_label;Factions + Neutres
filter_faction_monster;MONSTRES
filter_faction_neutral;NEUTRE
filter_faction_nilfgaard;NILFGAARD
filter_faction_northern;ROYAUMES DU NORD
filter_faction_scoiatael;SCOIA'TAEL
filter_faction_skellige;SKELLIGE
filter_faction_syndicate;Syndicat
filter_group_all;TOUTES
filter_group_bronze;BRONZE
filter_group_gold;OR
filter_group_label;COULEUR
filter_group_leader;CHEF
filter_group_silver;ARGENT
filter_loyalty_disloyal;DÉLOYALE
filter_loyalty_label;LOYAUTÉ :
filter_loyalty_loyal;LOYALE
filter_ownership_all;TOUTES
filter_ownership_label;PROPRIÉTÉ
filter_ownership_new;NOUVELLES
filter_ownership_owned;OBTENUE
filter_ownership_unowned;NON OBTENUE
filter_position_agile;AGILE
filter_position_event;ÉVÉNEMENT
filter_position_label;POSITION :
filter_position_melee;COMBAT RAPPROCHÉ
filter_position_ranged;COMBAT À DISTANCE
filter_position_siege;COMBAT DE SIÈGE
filter_premium_all;TOUTES
filter_premium_label;CARTES PREMIUM
filter_premium_nonpremium;STANDARD UNIQUEMENT
filter_premium_premium;PREMIUM UNIQUEMENT
filter_premium_premium_priority;Priorité premium
filter_rarity_common;ORDINAIRE
filter_rarity_epic;ÉPIQUE
filter_rarity_label;RARETÉ :
filter_rarity_legendary;LÉGENDAIRE
filter_rarity_rare;RARE
filter_region_af;Afrique
filter_region_as;Asie
filter_region_eu;Europe
filter_region_global;Monde
filter_region_global_in_gaea;N/A
filter_region_na;Amérique du Nord
filter_region_oc;Australie et Océanie
filter_region_sa;Amérique du Sud
filter_type_artifact;Artefact
filter_type_special;Spéciale
filter_type_stratagem;Stratagème
filter_type_unit;Unité
friend_match_cancelled;La partie amicale a été annulée.
friend_match_error_header;Une erreur imprévue s'est produite
friend_match_error_subheader;Merci de bien vouloir réessayer plus tard
friend_match_incoming_notification_action_play;Accepter
friend_match_incoming_notification_text;{0} vous a invité(e) à disputer une partie amicale
friend_match_invite_already_cancelled;Votre invitation a été annulée.
friend_match_invite_creation_failure;Échec de la création de l'invitation
friend_match_invite_from_launch_failure;Échec du lancement de la partie amicale
friend_match_invite_not_found;L'invitation a expiré
friend_match_invite_outgoing_pending;Impossible d'envoyer plus d'invitations
friend_match_leave_match_button_label;Quitter la partie
friend_match_outgoing_notification_action_play;{0} a accepté votre invitation
friend_match_outgoing_notification_action_withdraw;Annuler
friend_match_outgoing_notification_text;Invitation en attente
friend_match_setup_card_title;Commencer la partie
friend_match_setup_card_title_loading;Partie amicale
friend_match_setup_title;Paramètres de partie amicale
friend_match_waiting_for_game_setup;Un instant…
friend_match_waiting_for_match_start_text;Le partie va bientôt commencer…
friend_match_waiting_for_opponent_text;L'adversaire se prépare…
friendmatch_play_menu_description;Préparez-vous pour une partie amicale.
friendmatch_play_menu_title;Partie amicale
ftux_adda_name;Adda
ftux_adda_title;Princesse strige
ftux_arachas_queen_name;Reine des arachas
ftux_arachas_queen_title;Mère de la nuée
ftux_bran_name;Bran
ftux_bran_title;Roi de Skellige
ftux_brouver_name;Brouver
ftux_brouver_title;Chef des anciens de Mahakam
ftux_crach_name;Crach
ftux_crach_title;Jarl du clan an Craite
ftux_dagon_name;Dagon
ftux_dagon_title;Divinité primitive
ftux_eist_name;Eist
ftux_eist_title;Roi de Cintra
ftux_eithne_name;Eithné
ftux_eithne_title;Dame de Brokilone
ftux_emhyr_name;Emhyr
ftux_emhyr_title;Empereur du Nilfgaard
ftux_eredin_name;Eredin
ftux_eredin_title;Roi de la Chasse Sauvage
ftux_filavandrel_name;Filavandrel
ftux_filavandrel_title;Protecteur de Dol Blathanna
ftux_foltest_name;Foltest
ftux_foltest_title;Roi de Temeria
ftux_francesca_name;Francesca
ftux_francesca_title;Reine des elfes libres
ftux_harald_name;Harald l'Estropié
ftux_harald_title;Conquérant d'Ard Skellig
ftux_henselt_name;Henselt
ftux_henselt_title;Roi de Kaedwen
ftux_jan_calveit_name;Jan Calveit
ftux_jan_calveit_title;Empereur du Nilfgaard
ftux_radovid_name;Radovid
ftux_radovid_title;Roi de Redania
ftux_unseen_elder_name;Doyen des Invisibles
ftux_unseen_elder_title;Vampire supérieur
ftux_usurper_name;Usurpateur
ftux_usurper_title;Effacé des annales
ftux_voorhis_name;Voorhis
ftux_voorhis_title;Commandant de la division Alba
gaea_eula_text_extra;N/A
gaea_login_accept_text;N/A
gaea_login_accept_warning;N/A
gaea_login_invalid_email;N/A
gaea_login_invalid_password;N/A
gaea_login_invalid_real_id;N/A
gaea_login_invalid_real_name;N/A
gaea_login_invalid_username;N/A
gaea_login_panel_back;N/A
gaea_login_panel_delete_text;N/A
gaea_login_panel_delete_title;N/A
gaea_login_panel_email;N/A
gaea_login_panel_fail_text;N/A
gaea_login_panel_fail_title;N/A
gaea_login_panel_login;N/A
gaea_login_panel_password;N/A
gaea_login_panel_processing;N/A
gaea_login_panel_real_id;N/A
gaea_login_panel_real_name;N/A
gaea_login_panel_remember_me;N/A
gaea_login_panel_sign_in;N/A
gaea_login_panel_sign_up;N/A
gaea_login_panel_success_text;N/A
gaea_login_panel_success_title;N/A
gaea_login_panel_username;N/A
gaea_popup_purchase_error_text;N/A
gaea_popup_purchase_error_title;N/A
game_invite_description;Voulez-vous effectuer une partie standard contre <b>{0}</b> ?
game_invite_title;INVITATION À UNE PARTIE REÇUE
game_mode_seasonal_april_title;Saison d'avril
game_mode_seasonal_august_title;Saison d'août
game_mode_seasonal_bear_title;Bannissement
game_mode_seasonal_cat_title;Volte-face
game_mode_seasonal_december_title;Saison de décembre
game_mode_seasonal_didnt_sign_up_desc;En début de partie, transformez toutes vos cartes en cartes de la même faction et du même niveau de rareté qui n'étaient pas dans votre jeu de départ.
game_mode_seasonal_didnt_sign_up_title;Je n'ai pas signé pour ça
game_mode_seasonal_draconid_title;Ruée martiale
game_mode_seasonal_dryad_title;Bascule
game_mode_seasonal_elf_title;Coup double
game_mode_seasonal_even_fight_desc;En début de partie, augmentez la force initiale de toutes les unités dans votre jeu de 14 moins leur coût de recrutement.
game_mode_seasonal_even_fight_title;Combat équitable
game_mode_seasonal_february_title;Saison de février
game_mode_seasonal_griffin_title;Changement de pouvoir
game_mode_seasonal_january_title;Saison de janvier
game_mode_seasonal_july_title;Saison de juillet
game_mode_seasonal_june_title;Saison de juin
game_mode_seasonal_legendary_battle_desc;Les jeux des joueurs sont remplacés par un jeu composé de toutes les cartes légendaires de leurs factions.
game_mode_seasonal_legendary_battle_title;Notre bataille sera légendaire !
game_mode_seasonal_love_title;Attirance irrésistible
game_mode_seasonal_magic_title;Double lancer
game_mode_seasonal_mahakam_title;Retranchement
game_mode_seasonal_march_title;Saison de mars
game_mode_seasonal_may_title;Saison de mai
game_mode_seasonal_more_provision_desc;Au début de la manche et au terme de votre tour, remplacez toutes les cartes dans votre main par des cartes aléatoires qui coûtent 1 point de recrutement en plus.
game_mode_seasonal_more_provision_title;La patience est une vertu !
game_mode_seasonal_november_title;Saison de novembre
game_mode_seasonal_october_title;Saison d'octobre
game_mode_seasonal_poor_man_gwent_desc;En début de partie, transformez toutes vos cartes Or en cartes Bronze aléatoires de votre faction.
game_mode_seasonal_poor_man_gwent_title;Gwent du pauvre
game_mode_seasonal_rogue_mage_desc;Les deux joueurs commencent avec 1 couronne. En début de partie, bannissez les 5 cartes les moins coûteuses de votre jeu.\nAu terme de votre tour, tirez une carte.
game_mode_seasonal_rogue_mage_title;Rogue Mage
game_mode_seasonal_september_title;Saison de septembre
game_mode_seasonal_sign_up_desc;En début de partie, transformez toutes vos cartes en cartes de la même faction et du même niveau de rareté qui n'étaient pas dans votre jeu de départ.
game_mode_seasonal_sign_up_title;Je n'ai pas signé pour ça
game_mode_seasonal_two_for_one_desc;La première fois que vous jouez une carte de votre main à chaque tour, jouez-en une autre de votre main.
game_mode_seasonal_two_for_one_title;Deux pour le prix d'une
game_mode_seasonal_viper_title;Élan
game_mode_seasonal_wild_hunt_title;Plus un
game_mode_seasonal_wolf_title;Épreuve des herbes
game_saving;Sauvegarde…
game_version;Version du jeu
gameplay_guides_button;Voir les guides de jeu
get_lobby_fail_message_description;Erreur de connexion
get_lobby_fail_message_title;Erreur de connexion
gifting_status_locked;a déjà déverrouillé cet objet
go_to_bd;Ouvrir le Créateur de jeu
